city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,linux,sql,пользователь пк,python,настройка сетевых подключений,английский язык,настройка пк,ремонт пк,tcp/ip,autocad,other
Казань,ЛУИДОР,2019-12-11T09:12:50+0300," Обязанности:     Отслеживание офисной оргтехники (установка на рабочее место, настройка, профилактика, первичная диагностика неисправностей, сдача в ремонт, прием из ремонта)   Обслуживание программного обеспечения на рабочих местах пользователей (установка, настройка, диагностика неисправностей)   Консультирование пользователей по вопросам использования офисного программного обеспечения     Требования:     Навыки настройки и диагностики офисной оргтехники (принтеры, сканеры, МФУ и т.п.)   Знание линейки продуктов Microsoft Windows XP, 7,8, 10 на уровне администратора   Знание линейки продуктов Microsoft Office 2003, 2007, 2010, 2016 на уровне администратора     Условия:       Оформление по ТК РФ;       Пн-Пят., с 08.00 - 17.00, вых.: сб.-вск.;     ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,62869.047619047626,1.0,30000.0,инженер технической поддержки,"Навыки настройки и диагностики офисной оргтехники (принтеры, сканеры, МФУ и т.п.). Знание линейки продуктов Microsoft Windows XP, 7,8...","Отслеживание офисной оргтехники (установка на рабочее место, настройка, профилактика, первичная диагностика неисправностей, сдача в ремонт, прием из ремонта). ",0.06666666666666667,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Группа Компаний Альфа,2019-12-09T16:21:10+0300,"  Обязанности:      программирование на 1Сv.8.x (УПП, ERP);   доработка типовых и нетиповых конфигураций 1Сv.8x, внесение изменений в типовые и нетиповые конфигурации;   участие в проектах автоматизации;   анализ ошибок ведения учета и выработка рекомендаций по их исправлению;   участие в проекте по разработке и внедрению дополнительных программных модулей в 1С;   тестирование разработанного функционала;   обучение пользователей работе с разработанными механизмами.     Требования:     владение ПК на уровне программиста;   опыт в программировании на 1Сv.8.x;   опыт работы в соответствующей должности более 1 года;   аналитические способности, нацеленность на результат, самостоятельность.     Условия:     оформление по ТК РФ;   своевременная заработная плата;   корпоративная мобильная связь;   развитая система нематериального стимулирования сотрудников(корпоративные мероприятия, спортивные соревнования);   график работы с 8 до 17, СБ,Вс-выходной   вахта по городу   РАССМАТРИВАЕМ КАНДИДАТОВ НА УДАЛЕННУЮ РАБОТУ   ",Полная занятость,Удаленная работа,От 1 года до 3 лет,,3.0,110000.0,1.0,30000.0,инженер разработчик 1с,Владение ПК на уровне программиста. Опыт в программировании на 1Сv.8.x. Опыт работы в соответствующей должности более 1...,"Программирование на 1Сv.8.x (УПП, ERP). Доработка типовых и нетиповых конфигураций 1Сv.8x, внесение изменений в...",0.13333333333333333,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Казань,"ИНКОМСИСТЕМ, НИЦ",2019-12-13T08:20:24+0300,"  Обязанности:      Шеф - монтажные и пусконаладочные работы на площадке заказчика;   Разработка проектной технической документации;   Инжиниринговые работы;      Требования:      Образование: Высшее (инженерно-техническое);   Готовность  к длительным командировкам;    Опыт работы по данному направлению от одного года;   Знание систем ведущих компаний автоматизации (например, Siemens, Emerson, Yokogawa, Honeywell, Allen-Bradley, Invensys и т.п.). Наличие сертификатов обучения приветствуется;   Опыт работы в нефтехимической, нефтегазовой, химической отраслях желателен;   Умение выполнять большой объём работы в короткие сроки;    Знания :    В области разработки проектов АСУ ТП и ее подсистем, технических заданий, технических и рабочих проектов;   В области проектирования, внедрения и эксплуатации АСУ ТП;   Правил и норм охраны труда и техники безопасности;   Знание основ электротехники приветствуется;   Английского языка для чтения технической литературы, деловой переписки.        Навыки :    Работы с технической литературой и справочниками;   Конфигурирования ПЛК (языки МЭК);   Работы с пакетами Microsoft Office;   Анализа и поиска оптимального решения для нестандартных задач;   Наладки КИПиА приветствуются;        Требуемые компетенции :    Умение планировать и распределять работу;   Внимательность к деталям;   Быстрое принятие решений;   Рациональный подход к решению задач;   Способность к обучению;   Аккуратность;   Способность находить и исправлять ошибки, оптимизировать решения;   Умение решать нестандартные задачи;   Умение четко формулировать свои мысли (устно, письменно).          Условия работы:      Место работы: г. Казань, ул. Восстания (территория технополиса &quot;Химград&quot;);   График работы: 5-тидневная рабочая неделя с 8.00 - 17.00 часов;   Оформление согласно ТК РФ;   Уровень заработной платы по итогам собеседования.   ",Полная занятость,Полный день,От 1 года до 3 лет,|АСУ ТП|КИПиА,3.0,85000.0,1.0,40000.0,инженер асутп,Образование: Высшее (инженерно-техническое). Готовность к длительным командировкам. Опыт работы по данному направлению от одного года. Знание систем ведущих компаний...,Шеф - монтажные и пусконаладочные работы на площадке заказчика. Разработка проектной технической документации. Инжиниринговые работы.,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Казань,Компания Онлайн,2019-11-15T09:27:50+0300,"   Обязанности:       Разработка нормативной и организационно-распорядительной документации. (В рамках ГОСТ ИСО/МЭК 18044-2007,&quot;О персональных данных&quot; от 27.07.2006 N 152-ФЗ, ГОСТ ИСО/МЭК 27002-2012, ГОСТ Р 34.10-2012, Приказ ФСТЭК №17, Приказ ФСТЭК №21 и др. нормативно-правовые акты в области ИБ);   Проведение аудита информационной безопасности;   Администрирование, ввод в эксплуатацию и настройка СКЗИ;   Проведение аттестации рабочих мест на соответствие требованиям информационной безопасности;   Техническая поддержка пользователей ПО;       Требования:       Высшее профессиональное образование по направлению подготовки &quot;Информационная безопасность&quot; или высшее техническое образование;   Знание основ,технологий и принципов функционирования криптографии;   Опытный пользователь ПК;   Высокая обучаемость, ответственность и исполнительность, развитые коммуникативные навыки;   В отдельном порядке рассматриваются кандидаты с опытом работы в лицензиатах ФСБ и ФСТЭК от 3-х лет.   В настоящее время занимаемся получением лицензии ФСТЭК       Условия:       График работы 5/2   Корпоративное питание   Стабильный оклад + процент от проекта   ",Полная занятость,Полный день,От 1 года до 3 лет,|Информационная безопасность|Технические средства информационной защиты|УЦ VipNet|Средства криптографической защиты информации|Технические системы и средства безопасности|Информационные технологии|защита информации|СКЗИ|СЗИ|Аттестация рабочих мест|Аттестация АРМ,3.0,60000.0,1.0,27000.0,инженер по защите информации,"Высшее профессиональное образование по направлению подготовки &quot;Информационная безопасность&quot; или высшее техническое образование. Знание основ,технологий и принципов функционирования криптографии. ","Разработка нормативной и организационно-распорядительной документации. (В рамках ГОСТ ИСО/МЭК 18044-2007,&quot;О персональных данных&quot; от 27.07.2006...",0.9333333333333333,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Казань,ОЭЗ Иннополис,2019-12-02T13:21:30+0300,"       В связи с увеличением проектов по привлечению и обслуживанию резидентов, а также задач, направленных на развитие деятельности площадки ОЭЗ &quot;Иннополис&quot;, открыта вакансия инженера контрольно-измерительных приборов и автоматики     В  Иннополисе  создана уникальная городская среда с современной жилой инфраструктурой, экологией, безопасной средой, широкими возможностями для проживания, образования, профессиональной деятельности.   Работа в  Иннополис - это возможность не только работать в комфортабельных условиях с высококвалифицированным персоналом, это получение нового опыта и знаний в различных областях, постоянное профессиональное развитие и обучение.    АО ОЭЗ Иннополис   гарантирует:      Заработную плату, исходя из надбавок, доплат, и премий по результатам труда   Оплату сверхурочных часов   Компенсации и льготы   Обеспечение социальных государственных гарантий   АО ОЭЗ Иннополис   предоставляет   бенефиты сотрудникам в виде:   Абонементов в спортзал и бассейн   Оплаты проездных на межмуниципальный транспорт и сотовой связи   Доставки до места работы в комфортабельных автобусах   АО ОЭЗ Иннополис предлагает :   Обучение по индивидуальным программам повышения квалификации   Участие в семинарах, тренингах, конференциях и форумах   Развитую корпоративную культуру   Активную жизнь коллектива: проведение конкурсов и спортивных мероприятий      Требования:        Знания в области электрики, общие знания в области электроники, аналоговой и цифровой схемотехники, механики       Умение работать с технической документацией.       Умение работать с паяльным оборудованием       Опыт электромонтажа (подключение электрооборудования, умение работать с измерительными приборами).       Настройка оборудования КИПиА (первичные переобразователи уровня, давления, температуры, плавный пуск, частотный привод)       Владение ПК на уровне уверенного пользователя       Английский (Умение читать техническую литературу)       Высшее техническое или среднее профессиональное образование       Самостоятельность, высокая обучаемость, стрессоустойчивость        Обязанности:        Организация работы по технической эксплуатации и ремонту контрольно-измерительных приборов (КИПиА), и обеспечение их бесперебойной работы       Составление графиков планово-предупредительного ремонта и технического обслуживания КИПиА, и обеспечение их выполнения       Организация ремонта неисправных или забракованных при государственной поверке приборов, обеспечение своевременной поверки их в органах стандартов согласно положению       Организация работы по монтажу, испытаниям и наладке КИПиА       Контроль качества и сроков выполнения работ по техническому обслуживанию, режимам и условиям эксплуатации       Составление необходимой учетной и отчетной документации       Контроль соблюдения норм и правил по охране труда и пожарной безопасности;       Обеспечение монтажа и пуско-наладки вновь вводимого и модернизируемого оборудования       Составление графиков и заявок на закупку технического оборудования, материалов, инструментов, запасных частей к ним     Экспертиза технической документации     Условия:     График работы с 9:00 до 18:00, пятидневка   Конкурентная заработная плата   Рабочее место на территории Технопарка с оборудованным рабочим пространством   Дружелюбный коллектив   Грамотное руководство   Возможность карьерного роста   ДМС   Парковка   Уютная столовая   Мед.центр   Спортивные помещения для занятий на территории офиса   Буккроссинг   Возможность изучения иностранных языков   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,62869.047619047626,3.0,43268.57142857143,инженер кипиа,"Знания в области электрики, общие знания в области электроники, аналоговой и цифровой схемотехники, механики. Умение работать с технической документацией. ","Организация работы по технической эксплуатации и ремонту контрольно-измерительных приборов (КИПиА), и обеспечение их бесперебойной работы. Составление графиков планово-предупредительного...",0.36666666666666664,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,ОМЕГА,2019-12-09T13:13:55+0300," В федеральную сеть сервисных мастерских по ремонту цифровой техники требуется мастер по ремонту телевизоров.   В связи с расширением открыт дополнительный набор на вакансию  «Мастер по ремонту телевизоров”         Несколько слов о компании:    -На рынке оказания услуг с 2008 года   -22 филиала по России и в странах ЕврАзЭС   -Компетенции компании в самых высокотехнологичных отраслях экономики - от интеграции и автоматизации до технологий машинного обучения и IoT   -Тысячи довольных клиентов ежемесячно.    Работая у нас вы получаете:    -Стабильную работу и доход выше среднерыночного.   -Поддержку и наставничество со стороны менеджмента компании   -Развиваете свои знания в сфере IT и строите карьеру в перспективной отрасли    Вы нам подходите, если...    Отлично владеете процедурой выявления неисправностей телевизоров. Готовы производить ремонт телевизоров в стационарном центре, без выездов; Диагностика техники; Ремонт телевизоров на уровне модульной замены комплектующих.   ОБЯЗАТЕЛЬНО Солидный опыт работы в области ремонта современных ТВ!!!! - Опыт работы с программатором - Опыт замена BGA микросхем на ИК станции - Опыт работы с современными телевизорами обязателен!    Укладываетесь изначально указанные сроки выполнения работ. Уважаете корпоративный труд и можете работать в коллективах.     Обязанности:    - Работа в сервисном центре   - Диагностика и ремонт телевизоров.       -  Высокая  заработная плата,  ежедневная   оплата   труда !   - Работа в удобном, оборудованном помещении со всеми удобствами.   - Молодой дружелюбный коллектив   - Без поиска клиентов! Работа с действующими клиентами   - Наставничество в процессе работы   - График работы 5/2, выходные согласовываются с менеджером   - Дружный коллектив и лояльное руководство   - Без депозитов и залогов ",Полная занятость,Полный день,От 1 года до 3 лет,|ремонт тв|ремонт телевизоров|телемастер,3.0,62869.047619047626,1.0,50000.0,телемастер инженер по ремонту телевизоров,Развиваете свои знания в сфере IT и строите карьеру в перспективной отрасли. ОБЯЗАТЕЛЬНО Солидный опыт работы в области ремонта современных...,На рынке оказания услуг с 2008 года. Отлично владеете процедурой выявления неисправностей телевизоров. Готовы производить ремонт телевизоров в стационарном центре...,0.13333333333333333,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Казань,"ИНКОМСИСТЕМ, НИЦ",2019-12-13T08:20:15+0300,"  Обязанности:      Разработка и оформление проектной документации АСУ ТП (СБ, ПД, С7, ТП, С1 и т.д.);      Обязательные требования:      Образование: Высшее (инженерно-техническое);   Готовность к краткосрочным командировкам ;    Опыт работы по данному направлению не менее 1 года;     знание основ электротехники и радиоэлектроники       Портфолио с выполненными проектами.        Дополнительные требования:      Желателен опыт работы в нефтехимической, нефтегазовой, химической отраслях;   Умение выполнять большой объем работы в короткие сроки.   Знания:    В области разработки проектов АСУ ТП и ее подсистем, технических заданий, технических и рабочих проектов;   В области проектирования, внедрения и эксплуатации АСУ ТП;   желательно знание систем ведущих компаний автоматизации (Siemens, Emerson, Yokogawa, Honeywell, Allen-Bradley, Invensys и др.). Наличие сертификатов о пройденном обучении приветствуется;   желательно знание номенклатуры и опыт применения оборудования мировых производителей (например, Rittal, Phoenix Contact и т.д.);   Правил и норм охраны труда и техники безопасности;   Нормативной документации (ПУЭ, ГОСТ, ПБ, РД, ФНП, ФЗ);   Английского языка для чтения литературы, деловой переписки.       Навыки:    Работы с технической литературой и справочниками;   Работы с пакетами Microsoft Office (Word, Excel, Access и Visio), AutoCAD и т.д.   Проектирования в САПР (например, Eplan) будет преимуществом;   навыки наладки КИПиА приветствуются;   Опыт сборки и обслуживания шкафов АСУ ТП будет преимуществом;   Ведения переговоров с заказчиками;   ПК – опытный пользователь.       Требуемые компетенции:    Умение планировать и распределять работу;   Внимательность к деталям;   Быстрое принятие решений;   Рациональный подход к решению задач;   Способность к обучению;   Аккуратность;   Усидчивость;   Способность находить и исправлять ошибки;   Умение решать нестандартные задачи;   Умение четко формулировать свои мысли (устно, письменно).          Условия работы:      Место работы: г.Казань, ул. Восстания (территория технополиса &quot;Химград&quot;);   График работы: 5-тидневная рабочая неделя с 8.00 - 17.00 часов;   Оформление согласно ТК РФ;   Уровень заработной платы по итогам собеседования.   ",Полная занятость,Полный день,От 1 года до 3 лет,|АСУ ТП|КИПиА,3.0,75000.0,1.0,50000.0,инженер проектировщик асу тп,Образование: Высшее (инженерно-техническое). Готовность к краткосрочным командировкам. Опыт работы по данному направлению не менее 1 года. Знание основ электротехники...,"Разработка и оформление проектной документации АСУ ТП (СБ, ПД, С7, ТП, С1 и т.д.).",0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Казань,ЭР-Телеком,2019-11-27T14:57:21+0300,"  Чем предстоит заниматься:      Производить проведение измерений параметров и проверки качества работы объектов радио сети;   Производить анализы отказов объектов сети, организовывать работы по улучшению качества работы объектов радиосети;   Координировать проведение планово-профилактических работ, а так же настройку, регулировку и испытания объектов радиосети;   Производить сбор и анализ исходных данных для развития и оптимизации радиосети;   Производить мониторинг состояния оборудования,учет отказов объектов радиосети,ведение документации;   Производить выработку и внедрение решений по оптимизации радиосети;   Координировать тестирования оборудования,отработки режимов работы,контроля проектных параметров работы объектов радиосети;   Производить разработку технической документации по эксплуатации объектов радиосети;   Производить ввод в эксплуатацию объектов радиосети и его вывод,учет оборудования,ведение документации;   Производить мониторинг безопасности объектов радиосети;   Производить минимизацию убытков компании в случае нарушения безопасности объектов радиосети;      Работа в ЭР-Телеком вам подходит если:      Вы настойчивы в достижении цели;   Предлагаете идеи, новые ходы и нестандартные решения;   Привыкли быть на &quot;острие&quot; нового;      Мы предлагаем:      Работу в ведущей независимой телеком-компании России;   Возможность профессионального обучения и повышения квалификации у лучших специалистов в отрасли;   Возможность реализовать себя в инновациях;   Оплата ГСМ;   График работы 5/2 с 8:30-17:30;      Нам необходимо:      Опыт работы в телекоммуникациях не менее 1 года;   Высшее образование;   Ответственный подход к исполнению поставленных задач;   Эффективные коммуникации с клиентами;      &quot;ЭР-Телеком&quot; - ведущий независимый игрок телекоммуникаций в России: Более 560 городов12 % на рынке платного телевидения в России11 % на рынке широкополосного доступа в Интернет.  ",Полная занятость,Полный день,От 1 года до 3 лет,|Разработка технических заданий|MS Visio|Обучение и развитие|Контроль качества|Аналитическое мышление,3.0,40000.0,1.0,40000.0,ведущий инженер по эксплуатации радиосети,Опыт работы в телекоммуникациях не менее 1 года. Высшее образование. Ответственный подход к исполнению поставленных задач. Эффективные коммуникации с клиентами.,"Производить проведение измерений параметров и проверки качества работы объектов радио сети. Производить анализы отказов объектов сети, организовывать работы по улучшению...",0.5333333333333333,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Казань,ИРИС,2019-11-22T13:33:16+0300," Обязанности:     Проведение работ по ремонту и сервисному обслуживанию ВТ и ККТ на АЗС.   Проводить контроль за правильной технической эксплуатацией оборудования.   Производить монтаж СКС   Производить ремонт ККТ (ШТРИХ-ФР-К ,ПТК)   Проводить профилактический и текущий ремонт и обслуживание оборудования в соответствии с регламентом.   Контролировать параметры и надежность электронных элементов оборудования.   Устранять обнаруженные неисправности.   Осуществлять наладку элементов и блоков, отдельных устройств и узлов оборудования.   Участие в запуске АЗС.     Требования:     Образование - средне/специальное   Работа на компьютере - опытный пользователь ПК (Знание ПО Microsoft Windows, MS Office, Internet Explorer, Adobe Reader)   Опыт работы от 3 лет в сфере ремонта и сервисного обслуживания АСУ ТП   Умение читать электрические схемы.      Условия:      Оформление согласно ТК РФ   Полный соц. пакет   Компенсация ГСМ   Полис ДМС   Разъездной характер работы (с отдельной компенсацией автомобиля по договору аренды)     Служебная сотовая связь       + 3 дня к отпуску за ненормированный рабочий день, оплата работ в выходной день и сверхурочные по ТК РФ         ",Полная занятость,Полный день,От 3 до 6 лет,|Ответственность|Водительское удостоверение категории B|Умение работать в команде|Работа в команде|Техническое обслуживание|Автоматизированное рабочее место (АРМ)|Windows Os|Умение принимать решения|Выездное обслуживание,6.0,32000.0,3.0,28000.0,инженер электроник 1 категории,"Образование - средне/специальное. Работа на компьютере - опытный пользователь ПК (Знание ПО Microsoft Windows, MS Office, Internet Explorer, Adobe Reader). ",Проведение работ по ремонту и сервисному обслуживанию ВТ и ККТ на АЗС. Проводить контроль за правильной технической эксплуатацией оборудования. ,0.7,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Казань,"EGAR TECHNOLOGY, INC.",2019-12-04T18:27:15+0300,"  EGAR Technology  - международная компания, специализирующаяся в областях:     Разработки программного обеспечения для финансовых рынков - линейка продуктов под брендом EGAR;       ИТ аутсорсинга, заказной разработки и заказного тестирования для крупных компаний.      EGAR сегодня - это:      19 лет успешных разработок сложных программных систем для банков и финансовых компаний;   Филиалы в 3 странах;   Профессиональное знание предметной области - финансовых рынков и технологий, подтвержденное сотнями публикаций специалистов компании в ведущих зарубежных и российских изданиях;   Обширная и узнаваемая клиентская база: более 150 компаний по всему миру;   Награды за лучшие финансовые разработки от деловых изданий Fortune и Forbes.      Вакансия: начинающий инженер-аналитик на проект iVolatility    http://www.ivolatility.com/ - это big data система по обработке финансовых данных (по финансовым инструментам, таким как опционы, акции, фьючерсы), предоставляющая пользователям аналитику (исторические данные, актуальные, анализ рисков). Система написана на С++ и Java, базы данных используются как реляционные, так и NoSQL. Продукты iVolatility ориентированы на рынок США и Европы.    Требования:       Готовность работать в ночное время суток;   Знание баз данных,  знание SQL ;   Математическое или техническое (физика, ИТ) образование;   Готовы рассматривать студентов старших курсов - опыт работы желателен, но не обязателен;   Ответственность и аккуратность;   Английский – минимум на уровне чтения и желание развивать его (Intermediate и выше) .      Обязанности:      Анализ больших массивов финансовых данных (проверки, формулы, математические расчеты);   Работа с базами данных, написание SQL запросов;   Построение математических и статистических моделей.      Условия:      Оформление по бессрочному трудовому договору в стабильной ИТ компании;    График сменный, с ночными дежурствами ;   Уровень дохода обсуждается индивидуально в зависимости от компетенций;   Возможность освоить новый пласт знаний в области автоматизации финрынков;   Профессиональный коллектив аналитиков и разработчиков;   Работа в одном из филиалов компании: Самара, Владимир, Брянск, Воронеж, Казань. Частично удаленная работа.   ",Полная занятость,Полный день,Нет опыта,|Математическая статистика|Математическое моделирование|Математический анализ|Статистический анализ|MATLAB|SQL,,50000.0,,30000.0,junior analyst инженер аналитик,"Готовность работать в ночное время суток. Знание баз данных, знание SQL. Математическое или техническое (физика, ИТ) образование. Готовы рассматривать студентов...","Разработки программного обеспечения для финансовых рынков - линейка продуктов под брендом EGAR. ИТ аутсорсинга, заказной разработки и заказного тестирования для крупных...",0.3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Казань,Рус-Глонасс Казань,2019-11-20T15:40:59+0300,"  Обязанности:    - Работы по установке, обслуживанию систем ГЛОНАСС мониторинга и тахографов.    Требования:    - Опыт работы по установке и обслуживанию тахографов, систем мониторинга или другого автомобильного оборудования (- Ваше преимущество)   при отсутствии опыта в данной сфере, но есть минимальные навыки в автомобильной сфере - гарантированно обучим за 2 недели.   - Желание обучаться и зарабатывать            Условия:    - Оклад гарантированный 30000 + оплата от выполненных работ (прайс по работам - согласовывается после собеседования).       - Оплата связи   - Обучение ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,85000.0,1.0,30000.0,инженер по установке систем глонасс gps тахографы,"Опыт работы по установке и обслуживанию тахографов, систем мониторинга или другого автомобильного оборудования (- Ваше преимущество). При отсутствии опыта в данной...","Работы по установке, обслуживанию систем ГЛОНАСС мониторинга и тахографов.",0.7666666666666667,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,ЭР-Телеком,2019-12-02T09:58:29+0300," Чем предстоит заниматься:     Подключение новых абонентов к услугам компании;   Установка и настройка оборудования;   Сервисное обслуживание действующих абонентов;   Выполнение плана продаж доп.оборудования;      Работа в ЭР-Телеком вам подходит если:      Ты хочешь стать частью ведущей независимой телеком-компании России!   Вы настойчивы в достижении цели;   Умеешь учиться, охотишься за новыми знаниями;      Мы предлагаем:      Работа в крупном телекоммуникационном Холдинге;   Достойный конкурентный уровень заработной платы;   График работы сменный;   Обучение и сопровождение в должности;   Перспективы профессионального и карьерного роста;   Оплата ГСМ;   Рассматриваем кандидатов без опыта работы;      Нам необходимо:      Среднее профессиональное образование;   Клиентоориентированность;   Коммуникабельность;   Ответственность;   Исполнительность;   Аккуратность;   ",Полная занятость,Сменный график,От 1 года до 3 лет,,3.0,40000.0,1.0,40000.0,сервисный инженер,Среднее профессиональное образование. Клиентоориентированность. Коммуникабельность. Ответственность. Исполнительность. Аккуратность.,Подключение новых абонентов к услугам компании. Установка и настройка оборудования. Сервисное обслуживание действующих абонентов. Выполнение плана продаж доп.оборудования.,0.36666666666666664,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
