city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,c++,linux,git,qt,c/c++,ооп,stl,python,tcp/ip,boost,other
Казань,ICL-КПО ВС,2019-12-07T17:16:34+0300," Обязанности:     разработка Qt-приложений для гос.структур;   освоение предметной области, нужной для работы.     Требования:     знание основ языков C/C++ (синтаксис, типы данных, адресная арифметика и указатели, классы);   знание ООП, базовых структур данных и алгоритмов;   разработка/отладка приложений на C/C++;   работа в интегрированной среде разработки.     Условия:     уровень зарплаты обсуждается индивидуально и зависит от опыта работы;   стабильная выплата заработной платы 2 раза в месяц;   дополнительно: премии, 13-я зарплата по результатам работы;   официальное трудоустройство, полностью &quot;белая&quot; зарплата;   профессиональный, карьерный рост;   дополнительные выплаты к отпуску и значимым событиям в жизни сотрудников;   частичная компенсация и скидки на абонементы в спортивные секции.   ",Полная занятость,Полный день,Нет опыта,|C/C++|Qt,,40000.0,,20000.0,разработчик с с++ junior,"Знание основ языков C/C++ (синтаксис, типы данных, адресная арифметика и указатели, классы). Знание ООП, базовых структур данных и алгоритмов. ","Разработка Qt-приложений для гос.структур. Освоение предметной области, нужной для работы.",0.2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
Казань,ЮК-Консалтинг,2019-11-27T20:18:07+0300," Наш клиент - компания, специализирующаяся на инновационных технологиях мобильной рекламы, находится в поиске  C/C++ developer.  Компания создает решение для сверхточного мультилокального таргетинга на базе технологической платформы для взаимодействия мобильных операторов и рекламных площадок. Среди клиентов крупные международные компании, такие как Adidas, Audi, Softbank, Twitter и другие.  Основная задача - работа с большим объемом данных.   Требования:     Опыт работы на С/С++;   Опыт работы на Linux;   Понимание алгоритмов, структур данных;   Знание сетевых технологий;   Английский язык на уровне чтения документации и выше.      Будет плюсом:      Опыт работы на Python;   Опыт работы с: Kafka, Redis, Doker, Kubernetes, Hadoop, HBase, Hive, Presto Spark, SQL и т.д.     Условия:     Оформление по ТК РФ;   Исключительно белая заработная плата;   Уютный и тихий офис в технопарке в сфере высоких технологий «ИТ-парк» с удобной охраняемой парковкой в г. Казань ;   Помощь в релокации;   Полная медицинская страховка, включающая в себя госпитализацию и стоматологию;   Чай, кофе, сладости, фрукты в неограниченном количестве;   Оплачиваемые курсы, в том числе англ.языка. Также практика общения с иностранными коллегами;   Благоприятная рабочая атмосфера и забота о сотрудниках.   ",Полная занятость,Полный день,От 3 до 6 лет,|Linux|TCP/IP|C/C++,6.0,124375.0,3.0,76454.54545454546,с с++ разработчик,"Опыт работы на С/С++. Опыт работы на Linux. Понимание алгоритмов, структур данных. Знание сетевых технологий. Английский язык на уровне...",Компания создает решение для сверхточного мультилокального таргетинга на базе технологической платформы для взаимодействия мобильных операторов и рекламных площадок. ,0.5333333333333333,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
Казань,АСТ Поволжье,2019-11-22T11:38:34+0300," Обязанности:       Набираются программисты C++ для решения задач, связанных с сетевыми технологиями, обработкой и анализом данных. Возможно совмещение с учебой (старшие курсы ВУЗа).        Базовые знания:      языка С/С++   алгоритмов и структур данных   использования какой-либо СУБД   основных сетевых протоколов модели TCP\IP;   понимание принципов сборки проектов     Плюсом будут знания чего-либо из:     любого ассемблера, в идеале: x86, x64, ARM   дизассемблеров/отладчиков   методов и подходов к разработке ПО для встраиваемых ОС   знание современных методов и подходов к защите данных   внутреннего устройства ОС Windows или Linux   библиотеки Qt      Условия:      Работа в комфортабельном офисе в центре города.   Зарплата определяется по результатам собеседования   ",Полная занятость,Полный день,Нет опыта,|Qt|Linux|C/C++|C++|SQL,,124375.0,,60000.0,разработчик с++,Базовые знания: Основных сетевых протоколов модели TCP\IP. Понимание принципов сборки проектов. Плюсом будут знания чего-либо из: Любого ассемблера...,Языка С/С++. Алгоритмов и структур данных.,0.7,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1
Казань,Автодория,2019-11-29T15:59:46+0300," Компания «Автодория» (резидент Сколково и казанского ИТ-парк)   Мы занимаемся разработкой и внедрением систем контроля за соблюдением правил дорожного движения.   Наша цель — сделать безопасным дорожное движение, снизить количество аварий на дорогах и их последствий.    Обязанности:      Разработка систем фото-видео фиксации     Требования:     Владение C++, Standard Library, git, make, gdb, bash/sh   Сборка и отладка ПО для linux   Педантизм, аккуратность, пунктуальность, выдержка, нацеленность на результат     Условия:     Стабильная ИТ-компания;   Работа в центре Казани в бизнес центре класса А;   Оформление в соответствии с ТК РФ, белая заработная плата;   Работа в классной молодой команде;   График работы: 5/2;   Профессиональный и карьерный рост;   Обучение за счет компании;   Премия по итогам года;   Материальная помощь в значимых жизненных ситуациях;   Офисные вкусняшки   ",Полная занятость,Полный день,От 1 года до 3 лет,|Linux|Работа в команде|C++|Git|Standard Library|Make|gdb|Bash,3.0,70000.0,1.0,70000.0,разработчик с++,"Владение C++, Standard Library, git, make, gdb, bash/sh. Сборка и отладка ПО для linux. Педантизм, аккуратность, пунктуальность, выдержка, нацеленность...",Разработка систем фото-видео фиксации.,0.4666666666666667,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
Казань,Открытая Мобильная Платформа,2019-11-26T11:17:33+0300,"  Компания &quot;Открытая мобильная платформа&quot; ищет кандидатов на вакансию системный программист C/C++ (операционная система).    Перед командой ОС стоит задача развития и поддержки мобильной операционной системы Sailfish OS RUS. Мы ищем как начинающих разработчиков, желающих активно развиваться в области системного программирования, так и опытных, способных быть мейнтейнерами ключевых компонентов ОС и готовых активно взаимодействовать с сообществом и иностранными разработчиками.    Обязанности:      Написание кода и отладка программных компонентов операционной системы   Участие в разработке архитектуры Sailfish OS RUS   Написание юнит тестов для разработанных программных компонентов   Исправление критических ошибок системы, улучшение и развитие системных компонентов   Участие во внедрении результатов в open source проекты      Требования:      Опыт системного программирования: от 1 года   Высшее техническое образование   Знание архитектуры Linux, опыт работы с ядром Linux   Знание С/С++, bash, python   Знание libc и POSIX API   Знание STL   Понимание принципов многопоточного программирования и межпроцессного взаимодействия   Опыт сетевого программирования   Знание принципов ООП, алгоритмов и структур данных   Опыт работы с gcc/g++, gdb, gprof/perf, make/cmake   Умение работать с git   Английский язык (уровня intermediate и выше)      Будет плюсом:      Знание архитектуры ARM / ARM assembler   Опыт работы с Qt/QML framework   Понимание паттернов проектирования, принципов SOLID   Опыт работы с D-Bus, systemd   Опыт работы с библиотеками boost, glib2   Знакомство хотя бы с одной подсистемой Linux Kernel (drivers, security, MAC (SELinux, SMACK, AppArmor), memory management, power management, scheduler, namespaces)   Опыт работы с kgdb, Kprobes, Jprobes, debugfs, Trace events   Опыт работы с Open Build Service   Опыт интеграции и создания пакетов RPM   Участие в крупных open source проектах      Условия:      Релокационный пакет в г. Иннополис   Конкурентный уровень заработной платы (обсуждается с успешным кандидатом)   Современное оборудование рабочего места   Работа в команде профессионалов высокого уровня с возможностью карьерного и профессионального роста   Гибкий рабочий график 5/2   ДМС   Отсутствие дресс-кода   Возможность влиять на проект хорошими идеями и видеть свой вклад в конечном продукте   Возможность обучения за счёт компании   Возможность участия в международных конференциях за счёт компании   ",Полная занятость,Полный день,От 1 года до 3 лет,|Linux|QtWebEngine|C/C++|Sailfish OS|Open Source|C++|Qt|Bash|Python|embedded,3.0,124375.0,1.0,76454.54545454546,системный разработчик с с++,"Опыт системного программирования: от 1 года. Высшее техническое образование. Знание архитектуры Linux, опыт работы с ядром Linux. Знание С/С++...",Написание кода и отладка программных компонентов операционной системы. Участие в разработке архитектуры Sailfish OS RUS. Написание юнит тестов для разработанных...,0.5666666666666667,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1
Казань,Star-staff,2019-11-25T15:16:43+0300," Ищу сейчас  С/С++ разработчика  в международную компанию с штаб-квартирой в Калифорнии и офисами в России (Казань, Питер) и в Токио. Команда разрабатывает аналитическую платформу для успешной таргетинговой рекламы. Собирая данные о пользователях сотовых операторов Японии (данные такие как местоположение и т.д.) продукт позволяет сегментировать целевую аудиторию для различных маркетинговых кампаний. Компания существует с 2012 года и сейчас работает с данными 1/3 населения Японии.    Еще немного о компании:       Обрабатывает миллиарды 4G / LTE изменений местоположения Wi-Fi в более чем 500 000 местах активного людского трафика каждый день   Использует анонимные детерминированные данные от операторов мобильной связи и машинное обучение   Среди клиентов крупнейшие мировые бренды: Nissan, BMW, Reebok, Nike, SONY и др.      Что мы ждем от вас:      Уверенно знание С/С++, мы пишем на С под Linux;   Знание Apache Kafka;   Хорошее понимание алгоритмов и структур данных;   Будет большим плюсом:    Знание Go и/или Java;   Опыт работы c транспортным протоколом ZeroMQ;   Если вы гуру Clickhouse - это тоже будет большим плюсом;     Разговорный английский;  Со своей стороны  предлагаем:       Белое оформление по ТК РФ;   Гибкий график 5/2 в офисе на Суконной Слободе;   ДМС;   Охраняемая парковка;   Курсы английского языка;   Фрукты и вкусности в офисе.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,124375.0,1.0,76454.54545454546,с с++ разработчик,"Уверенно знание С/С++, мы пишем на С под Linux. Знание Apache Kafka. Хорошее понимание алгоритмов и структур данных. ",Без обязанностей,0.6,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,ПромБудущее,2019-12-12T02:07:46+0300," Обязанности:     Разработка и развитие серверов Linux   Подробное ТЗ высылается в ответ на отклик     Требования:     Уверенное знание C/C++, Linux, многопоточность, сокеты, TCP/IP, SSL   MySql     Условия:     Гибкий график, но необходимо быть постоянно на связи   Возможна удаленная работа   ",Полная занятость,Удаленная работа,От 1 года до 3 лет,|MySQL|Linux|TCP/IP|C/C++,3.0,50000.0,1.0,50000.0,разработчик с с++,"Уверенное знание C/C++, Linux, многопоточность, сокеты, TCP/IP, SSL. MySql.",Разработка и развитие серверов Linux. Подробное ТЗ высылается в ответ на отклик.,0.06666666666666667,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1
Казань,Searchinform,2019-12-13T16:27:06+0300,"   Компания &quot;SearchInform&quot; являясь лидером на рынке корпоративных систем безопасности (DLP system) в РФ, расширяет штат и       объявляет конкурс на должность «Системный Программист»      Требования к соискателю:      Общий опыт программирования – не менее 5лет   Владение языками С/С++. Ассемблер приветствуется   Знание библиотек STL, BOOST   Глубокое знание архитектуры операционных систем семейства Windows, внутренних механизмов работы   Приветствуется знание недокументированных возможностей Windows   Знание WinApi   Владение технологиями написания драйверов под Windows в области фильтрации и перехвата дисковых и сетевых операций   Навыки алгоритмической оптимизации кода      Обязанности:      Разработка библиотек, реализующих протоколы управления устройствами (C/C++, WinAPI, network)   Разработка драйверов Windows      Мы предлагаем:      Официальное трудоустройство, соблюдение ТК РФ   Конкурентоспособную заработную плату, стартовый уровень которой зависит от Вашего опыта и квалификации (оценивается по результатам рассмотрения резюме и удаленного тестового задания)   Гибкий рабочий график с возможностью приступать с 11:00   ",Полная занятость,Удаленная работа,Более 6 лет,,,150000.0,6.0,100000.0,разработчик с++ драйверист,"Общий опыт программирования – не менее 5лет. Владение языками С/С++. Ассемблер приветствуется. Знание библиотек STL, BOOST. Глубокое знание архитектуры...",Без обязанностей,0.0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Казань,Бизнес-Партнер,2019-12-13T15:45:05+0300," Обязанности:     Разработка программного продукта на С ++   Программирование нового функционала, проектирование и рефакторинг существующего кода   Проведение тестирование, разработка интеграционных и unit тестов         Требования:     Опыт разработки на С++      Уверенное и глубокое знание С++      Практический опыт написания юнит-тестов    Опыт ТDD - большое преимущество    Понимание шаблонов проектирования ПО и умение применять их на практике   Понимание методов параллельного программирования   Умение писать код, принятый другими участниками команды   Умение оптимизировать производительность системы и быстро локализовать ошибки   Знание английского языка          В резюме укажите примеры Вашего кода на С++ или ссылку на github         Условия:      Работа в крупной, уникальной IT компании   Один из проектов, которыми занимается Компания - это создание уникальной открытой модульной платформы. представляющей полноценную электронную систему, миниатюризированную до размера электронного чипа (SoC - System on Chip), к которой можно подключить большое количество сенсоров, и которая способна сохранить в себе необходимое количество информации в случае внеплановой изоляции от внешнего мира, чтобы в момент восстановления связи беспроводным способом передать накопленную и считываемую информацию на мобильный телефон, BLE / Wi-Fi передатчик и / или в облачную базу данных.   Полный рабочий день   Возможность профессионального и должностного роста   Возможность работы над уникальной технологией   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,200000.0,3.0,150000.0,разработчик разработчик с++,Опыт разработки на С++. Уверенное и глубокое знание С++. Практический опыт написания юнит-тестов. Опыт ТDD - большое преимущество. ,"Разработка программного продукта на С ++. Программирование нового функционала, проектирование и рефакторинг существующего кода. Проведение тестирование, разработка интеграционных и unit...",0.0,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Тензор,2019-11-25T09:13:02+0300," Тензор – это крупная российская IT-компания. Наш основной продукт СБИС–сеть деловых коммуникаций. СБИС позволяет решать в одной программе все задачи современной компании: сдавать отчетность, обмениваться документами, проверять партнеров и искать торги, общаться через видеозвонки и вебинары и многое другое.   Мы ищем людей, способных реализовывать крупные проекты от идеи до “продакшена”. Проекты, в которых могут быть занято несколько десятков человек - программисты, проектировщики, тестировщики, релиз-инженеры и тд.   Позиция ведущего программиста предполагает не просто кодирование, а управление кодом, проектирование архитектуры систем. Причем не только и не столько своими руками, сколько руками команды (от трех до десяти человек). Вы сможете попробовать применить на практике любые методики управления, но от вас всегда будет требоваться результат. Чтобы руководить разработкой вы должны быть сами отличным разработчиком. И всегда стремится изучать новое. Задавать себе вопрос: “Как сделать еще лучше?” …        Мы ждем от Вас:      Знания в области C++ ; SQL   Понимание принципов ООП;   Желание и умение писать красивый, структурированный, системный код;   Опыт и желание руководить группой;      Мы предлагаем:      Интересные задачи, работа с BigData (анализ, получение, хранение);   Хороший, дружный коллектив;   Собственную группу разработчиков для реализации поставленных задач.   Официальное трудоустройство по ТК РФ;   Премии по результатам работы;   ДМС после года работы в компании;   Курсы английского языка;   Компенсация занятий спортом;   Уютный, современный офис в центре города.   ",Полная занятость,Гибкий график,От 3 до 6 лет,,6.0,245000.0,3.0,160000.0,ведущий разработчик с++,"Знания в области C++ ; SQL. Понимание принципов ООП. Желание и умение писать красивый, структурированный, системный код. Опыт и желание руководить...","Интересные задачи, работа с BigData (анализ, получение, хранение).",0.6,3,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,ПАТП №2,2019-11-14T09:43:57+0300,"  Обязанности:      Программирование в ERP «Галактика»      Требования:      Опыт работы в программировании от 1 года   Возможно без опыта работы в ERP Галактика, но знание языков программирования Delphi‚ C++‚ Pascal, 1С Предприятие позволит быстрее изучить язык программирования VIP и среду разработки Атлантис.      Условия:      Пятидневная рабочая неделя с 8.00 до 17.00   Оформление в соответствии с трудовым кодексом РФ, полный социальный пакет, вступление в профсоюз   Стабильный и прозрачный доход: базовый оклад + ежемесячные премии   Забота о здоровье: имеется тренажерный зал, здравпункт (терапевт, стоматолог, отоларинголог)   Участие в корпоративных мероприятиях   Доставка до места работы и обратно вахтовым автобусом   Льготный проезд на всех автобусах предприятия       ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,124375.0,1.0,30000.0,разработчик с++,"Опыт работы в программировании от 1 года. Возможно без опыта работы в ERP Галактика, но знание языков программирования Delphi‚ C++...",Программирование в ERP «Галактика».,0.9666666666666667,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Тензор,2019-12-11T12:36:54+0300," Систему СБИС придумали, создали и постоянно совершенствуют более 1500 разработчиков в 11 филиалах по стране. У нас есть фанаты дата-майнинга, эксперты в разработке кроссплатформенных приложений и высоконагруженных систем, разработчики мобильных, настольных и веб-приложений, специалисты по обработке, анализу и хранению больших массивов данных.   Мы ищем С++ разработчиков, способных реализовывать от идеи до “продакшна” крупные проекты по обработке больших объемов сложно организованных данных в проекте &quot;Электронная отчетность&quot;.   Присоединившись к нашей команде, у вас будет возможность усовершенствовать систему СБИС. Результатом вашей работы будут пользоваться более 1,5 миллиона людей – на компьютерах, планшетах и смартфонах.   Мы не работаем под заказ, мы создаем тиражные продукты. Используемый стек технологий: C++, Python, PostgreSQL, Javascript, NodeJS, Redis, ElasticSearch, Clickhouse. Вам не нужно знать буквально все наши технологии. Нужна светлая голова и страстное желание работать. Делать лучший продукт в России   Мы ждем от Вас:     Высшее техническое образование;   Хорошее знание С++, SQL;   Знакомство с технологиями XML;   Опыт коммерческой разработки от 2-х лет;   Понимание процесса разработки ПО - управление задачами, контроль версий, непрерывная интеграция;   Опыт сопровождения программных продуктов.         Будет плюсом:     Понимание архитектуры Web-приложений;   Знакомство с шаблонами проектирования;   Знание Python.         Мы предлагаем:     оформление по ТК РФ и белую заработную плату;   молодой, дружный коллектив;   премии от 5 до 20% по итогам работы за месяц;   корпоративное обучение;   курсы английского языка;   работу в комфортном, современном офисе в центре города;   ДМС после года работы в компании;   активную корпоративную жизнь и компенсацию занятий спортом.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,120000.0,1.0,75000.0,разработчик с++,"Высшее техническое образование. Хорошее знание С++, SQL. Знакомство с технологиями XML. Опыт коммерческой разработки от 2-х лет. ",Без обязанностей,0.06666666666666667,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Data Armor,2019-12-09T13:47:46+0300," Разыскивается  программист С++  в команду отдела разработки международной IT-компании «DataArmor» для развития и поддержки программного комплекса по защите баз данных «DataArmor Database Firewall».  <hr />   Необходимые навыки:      Уверенное знание С++ (желательно C++11 и выше);   Понимание ООП (наследование, полиморфизм, templates, желательно понятие о паттернах проектирования, принципах SOLID);   Multithreading (механизмы синхронизации и разграничения доступа);   Multiprocessing и IPC (как минимум сокеты);   Разработка для Linux (желателен опыт администрирования и troubleshooting);   Базы данных (знание основных понятий, опыт работы с СУБД в качестве разработчика. Желательно понимание принципов работы баз данных, модель ACID, опыт развертывания, администрирования и troubleshooting);   Английский на уровне чтения технической документации.      Приветствуется:      Опыт работы с библиотекой ACE;   Опыт парсинга различных бинарных или текстовых данных.          Чем мы, в свою очередь, скрасим твою работу:    Наш молодой дружный коллектив расположился в просторном двухэтажном офисе в центре города с охраняемой парковкой.   Трудоустраиваем официально, здоровье страхуем по ДМС, оплачиваем курсы английского языка. А еще мы за гибкий график работы и лояльный дресс-код.   В перерывах всегда можно расслабиться на пуфиках за чашкой ароматного капучино или чая с кексами или печеньем, или, по желанию, потренироваться на боксерской груше или силовом комплексе – тоже расслабляет)   Не обходится и без корпоративных мероприятий – вылазки на природу, загородные мероприятия, тематические вечеринки и клубы.   Если мы тебя заинтересовали, кликай «Откликнуться», и мы с тобой свяжемся) ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,120000.0,1.0,40000.0,разработчик с++,"Необходимые навыки: Уверенное знание С++ (желательно C++11 и выше). Понимание ООП (наследование, полиморфизм, templates, желательно понятие о паттернах проектирования...",Без обязанностей,0.13333333333333333,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,TGT,2019-12-10T09:38:08+0300,"   В международную компанию, занимающуюся геофизическими исследованиями нефтегазовых месторождений, требуется высоко-квалифицированный разработчик. Он должен быть   хорошо знаком с разработкой desktop приложений на C++ под Qt, с методами обработки больших объемов данных и математическими методами обработки информации.      Требования :     Хорошее знание спецификации языка C++ и Qt   Знание шаблонов проектирования и принципов дизайна SOLID   Работа с программной средой Qt и MS Visual Studio   Хорошее понимание инструментов управления версиями кода, таких как Mercurial и Git.      Обязанности:      Проектировать, создавать и поддерживать эффективный, повторно используемый и надежный код C++;   Реализовывать автоматизированные модульные тесты производительности и качества кода;   Создавать статьи в базе знаний по документированию кода;      Условия:      Оформление по ТК РФ;   ДМС;   Работа в дружном коллективе;   Участие в международных конференциях;   Современный и комфортабельный офис;   Изучение английского языка, посещение бассейна   Вахтовый автобус.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,124375.0,3.0,76454.54545454546,software разработчик с++,Хорошее знание спецификации языка C++ и Qt. Знание шаблонов проектирования и принципов дизайна SOLID. Работа с программной средой Qt и...,"Проектировать, создавать и поддерживать эффективный, повторно используемый и надежный код C++. Реализовывать автоматизированные модульные тесты производительности и качества кода. ",0.1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Синарра Системс,2019-12-11T13:58:57+0300,"  Requirements      Strong development background in C on Linux platforms.   Experience with C++, Go and Java is a plus.   Good grasp of algorithms, data structures &amp; operating system principles.   Good background of networking and high volume/scale transaction processing systems   Experience working with open source databases, libraries, tools and code bases.   Good background of networking and high volume/scale transaction processing systems   Understanding best practices for Big data, data warehousing, consumer analytics, knowledge management and near real time data processing   Experience with tools - Hadoop, HBase, Hive, Kafka, Presto Spark, SQL, etc.      Conditions      Officially shown salary   An incredibly comfortable office in the &quot;IT Park&quot; with а guarded parking   Friendly staff and good vibes   English classes   Medical insurance   English practice in the process of communicating with foreign colleagues   Bonuses   ",Полная занятость,Полный день,Нет опыта,|Java|SCALA|Linux|C/C++|Skype,,124375.0,,76454.54545454546,с с++ разработчик,"Strong development background in C on Linux platforms. Experience with C++, Go and Java is a plus. Good grasp of...",Без обязанностей,0.06666666666666667,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
Казань,Инфоматика,2019-12-12T16:07:58+0300," Обязанности:     Написание библиотек, приложений под Windows   Написание служб Windows (сети и базы)   Работа с оборудованием через драйверы и интерфейсы   Поддержка и развитие существующих проектов         Требования:     Понимание принципов ООП   Знание QT C++   Базовые знания SQL (выполнение хранимых процедур), общее понимание СУБД   Работа с сетью (TCP, UDP, .HTTPS, HTTPS и т.д.)   Знакомство с механизмами обмена данными XML, SOAP, REST, HTM и т.д.   Linux(Ubuntu, CentOS)   Написание настольных приложений, сервисов / демонов         Желательно:     СУБД SQLite, PostgreSQL   Знакомство с платёжным системами Lanter, Unitelle   Знакомство с платёжным оборудованием ( купюроприёмники, хоперы, считыватели, диспенсеры, фискальные принтеры и т.п.)          Условия:      Работа в российской компании с 23 летним опытом успешной работы на ИТ-рынке РТ и РФ   Профессиональный коллектив   Корпоративная культура   Официальное трудоустройство согласно ТК РФ   Пятидневная рабочая неделя с 9.00 до 18.00 часов; суббота, воскресенье – выходной   Бесплатный обед    Мы ценим в сотрудниках стремление к достижению результата, личностному и профессиональному развитию, готовность работать в команде и брать на себя ответственность.    ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,124375.0,3.0,86000.0,разработчик qt с++,"Понимание принципов ООП. Знание QT C++. Базовые знания SQL (выполнение хранимых процедур), общее понимание СУБД. Работа с сетью (TCP, UDP...","Написание библиотек, приложений под Windows. Написание служб Windows (сети и базы). Работа с оборудованием через драйверы и интерфейсы. ",0.03333333333333333,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
