city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,английский язык,работа в команде,консультирование,1с: предприятие 8,sap,sql,sap erp,erp-системы на базе 1с,1с программирование,sap bw,other
Казань,АСАП Консалтинг,2019-11-19T11:23:52+0300," Консультант поддержки SAP FI-FM,FI-АА,SL,FI,СО (удаленно)    Обязанности:    Исполнение роли Консультанта SAP FI-FM ,FI-АА,SL,FI,СО по сопровождению решений SAP у Заказчика, выполнение следующего спектра задач:   - участие в качестве консультанта SAP FI-FM,FI-АА,SL,FI,СО на проектах по сопровождению и поддержке решений SAP со стороны Исполнителя;   - описание бизнес-процессов на проектах, анализ бизнес-требований;   - подготовка и согласование функциональных и технических требований;   - ведение проектной документации (техническое задание, спецификации на разработку и настройку, сценарии тестирования, инструкции пользователей);   - взаимодействие с группой разработчиков, постановка задач по разработке и последующее тестирование;   - настройка функциональности SAP FI-FM,FI-АА,SL,FI,СО, решение проблем настройки и интеграции с внешними системами;   - участие в программах обучения пользователей в дистанционном режиме;   - поддержка и развитие системы SAP FI-FM ,FI-АА,SL ,FI,СО на проектах сопровождения   Требования:     высшее техническое или экономическое образование;   знание модулей в одной из областей FI-FM,FI-АА,SL,FI,СО     Условия:     командировки не требуются;   удаленная работа.   ",Полная занятость,Удаленная работа,От 3 до 6 лет,"|SAP FI-FM|SAP SL|FI-АА|,FI,СО",6.0,36583.333333333336,3.0,36900.0,консультант поддержки sap fi fm fi аа sl fi со в одной из областей,"Высшее техническое или экономическое образование. Знание модулей в одной из областей FI-FM,FI-АА,SL,FI,СО.","Исполнение роли Консультанта SAP FI-FM ,FI-АА,SL,FI,СО по сопровождению решений SAP у Заказчика, выполнение следующего спектра...",0.8,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Казань,ManpowerGroup,2019-11-19T17:41:22+0300," Наш партнёр - международная компания - ведущий мировой поставщик технологий и услуг рассматривает кандидатов на позицию Консультант SAP.    Обязанности:      Консультирование конечных пользователей SAP.   Подготовка &quot;Руководства пользователя&quot;.   Проверка изменений.   Взаимодействие с командой проекта и IT командой клиента.     Требования:     Опыт ведения проектов поддержки SAP на производстве.   Опыт работы с модулями SAP - PP/ MM/ WM.   Умение работать с конечными пользователями и проектной командой.   Опыт работы в международной команде.     Условия:     Официальное оформление (проект на 1 год с возможностью продления).   Работа в Набережных Челнах.   Помощь при релокации (оплата билетов, предоставление корпоративной квартиры).   ДМС при успешном прохождении ИС.   Доход: оклад+бонус.   Компенсация расходов на питание и связь.   ",Полная занятость,Полный день,Более 6 лет,|Консультирование|SAP|Работа в команде|SAP Project|MS Movie Maker,,36583.333333333336,6.0,36900.0,консультант sap,Опыт ведения проектов поддержки SAP на производстве. Опыт работы с модулями SAP - PP/ MM/ WM. Умение работать с конечными пользователями...,Консультирование конечных пользователей SAP. Подготовка &quot;Руководства пользователя&quot;. Проверка изменений. Взаимодействие с командой проекта и IT командой клиента.,0.8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
Казань,РТ-ИНФОРМ,2019-12-12T10:19:23+0300," Консультант 1С (на один из блоков бюджетирование, закупки, казначейство, договоры)    «РТ-ИНФОРМ»  (входит в Госкорпорацию &quot;Ростех&quot;) — команда профессионалов в области информационных технологий, обладающая большим опытом создания, внедрения и обслуживания информационных систем любого масштаба.    Наши главные задачи:      развитие сервисного направления.   создание центров компетенции по информационной безопасности,тестированию и сертификации ИТ-продукции в организационной структуре.   увеличение объемов реализации программного обеспечения.      Мы приглашаем в свою команду Консультанта 1С (на один из блоков управление бюджетирование и ликвидностью, закупки, казначейство, договоры).     Обязанности:      Консультирование пользователей по вопросам, связанным с функциональными возможностями 1С (системы АС ФЗД - автоматизированная система управления финансовой и закупочной деятельностью).   Взаимодействие с пользователями 1С по вопросам получения дополнительной информации.   Предоставление информации пользователям 1С по их запросам по соответствующим регламентам, процессам и инструкциям.   Осуществление маршрутизации обращений при необходимости - назначение обращений в соответствующую рабочую группу.   Контроль жизненного цикла запроса.   Эскалация заявок при необходимости.   Анализ причин инцидентов и выявление инцидентов, имеющие общую причину.   Выполнение обращений в срок, отведенных в SLA, не допускает возвратов и претензий по обращениям.     Требования:      Обязательно знания и навыки работы в 1С (как консультант-аналитик 1С / программист 1С).    Основное образование: высшее (предпочтительно техническое, математическое).   Опыт работы в аналогичной должности.   Уверенное знание ПК ( MS Office, Outlook, Word, Excel).   Желание развиваться.   Личностные качества: умение решать задачи в условиях ограниченного времени, стрессоустойчивость, коммуникабельность, ответственность, внимание к деталям, умение работать самостоятельно и в команде.     Условия:      Работа в Госкорпорации &quot;Ростех&quot; с безграничными возможностями развития и обучения.    Оформление по ТК РФ с первого дня выхода на работу.   Полностью белая заработная плата, достойный уровень дохода - оклад, будет зависеть от Ваших компетенций, ответственности, самостоятельности, готовности решать сложные и интересные задачи.   Возможность карьерного роста на экспертные позиции.   Возможность прокачать скиллы и поднять свою экспертность.   Высокий внутренний и внешний темп жизни компании.   Современный и комфортный офис в центре города.   Работа в офисе, график работы 5/2 с понедельника по пятницу.   Вся заработная плата переводится на карту.   ДМС после испытательного срока.     Ощутите драйв от результатов и новых достижений вместе с успешной командой!    РТ-ИНФОРМ - ищем выдающихся людей!  ",Полная занятость,Полный день,От 1 года до 3 лет,|1С|ERP|УХ,3.0,36583.333333333336,1.0,36900.0,консультант 1с,Обязательно знания и навыки работы в 1С (как консультант-аналитик 1С / программист 1С). Основное образование: высшее (предпочтительно...,"Развитие сервисного направления. Создание центров компетенции по информационной безопасности,тестированию и сертификации ИТ-продукции в организационной структуре. Увеличение объемов реализации...",0.03333333333333333,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Казань,GMCS,2019-12-05T10:57:42+0300,"      Приглашаем на постоянную работу консультанта по внедрению ЕАМ-систем     GMCS – российская ИТ-компания, один из лидеров по внедрению бизнес-приложений и разработке ПО.     Мы работаем на рынке более 20 лет. Центральный офис находится в Москве, филиалы – в Санкт-Петербурге, Пензе, Перми, Казани и Туле. В нашей команде более 500 специалистов. Мы реализовали сотни проектов и постоянно движемся вперед!      С нами вы сможете раскрыть свой потенциал, получить ценный профессиональный опыт и делать интересные проекты в России и за ее пределами!         Обязанности:      Участие в коммерческих проектах внедрения информационных систем;   Управление проектом/блоком задач проекта;   Описание бизнес-процессов;   Консультация и поддержка пользователей информационной системы;   Участие в настройке системы, обработка клиентских запросов;   Проведение обучения пользованию системой;   Участие в разработке инструкций пользователей и технической документации.      Требования:      Высшее техническое образование;   Профессиональный пользователь пакетом Microsoft Office (Word, Excel, Outlook, PowerPoint), RDP;   Знание MS Project; MS Visio;   Знание методологий, нотаций описания процессов (IDEF0, eEPC и т.п.);   Английский язык: уровень не ниже Pre-intermediate;   Готовность к командировкам.          Приветствуется:      Опыт работы по внедрению корпоративных информационных систем;   Знание основных принципов планирования ремонтов производственных активов (по состоянию, по отказам, ППР);   Обеспечение (BPWin, RationalRose, Aris и т.п.);   Знание Microsoft SQL Server.      Мы предлагаем:      Работу в крупной ИТ-компании;   Оформление по ТК РФ;   «Белую» заработную плату, оплату больничных и отпусков;   ДМС (дополнительное медицинское страхование) после испытательного срока;   Карьерный рост и профессиональное развитие;   Современный офис в центре Казани;   Чай, кофе, корпоративные мероприятия;   Программы скидок и бонусы (туризм, интернет-магазины и др.).          Присоединяйтесь к нашей команде!     Благодарим за интерес, проявленный к нашей компании!         Резюме будет рассмотрено в течение 3-х рабочих дней с момента его получения. Если ваш опыт работы и пожелания соответствуют требованиям и возможностям компании – менеджер по подбору персонала свяжется с вами по указанным в резюме контактам.         Отсутствие ответа в течение вышеуказанного срока означает, что, на сегодняшний день мы не можем пригласить вас на собеседование. В случае появления других вакансий, соответствующих вашей квалификации, мы будем рады связаться с вами.      ",Полная занятость,Полный день,От 1 года до 3 лет,|Управление проектами|MS Visio|MS Project|MS SQL,3.0,36583.333333333336,1.0,36900.0,консультант по внедрению еам систем,"Высшее техническое образование. Профессиональный пользователь пакетом Microsoft Office (Word, Excel, Outlook, PowerPoint), RDP. Знание MS Project; MS Visio. ",Участие в коммерческих проектах внедрения информационных систем. Управление проектом/блоком задач проекта. Описание бизнес-процессов. Консультация и поддержка пользователей информационной...,0.26666666666666666,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Казань,GMCS,2019-12-09T14:10:28+0300,"  Приглашаем на постоянную работу консультанта по внедрению Microsoft Dynamics АХ 365         GMCS – российская ИТ-компания, один из лидеров по внедрению бизнес-приложений и разработке ПО.         Мы работаем на рынке более 20 лет. Центральный офис находится в Москве, филиалы – в Санкт-Петербурге, Пензе, Перми, Казани и Туле. В нашей команде более 500 специалистов. Мы реализовали сотни проектов и постоянно движемся вперед!         С нами вы сможете раскрыть свой потенциал, получить ценный профессиональный опыт и делать интересные проекты в России и за ее пределами!         Microsoft   Dynamics 365 – интеллектуальный комплекс бизнес-приложений от Microsoft. Филиал в Казани ищет консультанта для участия в текущих и новых проектах.    Все проекты – полноценное внедрение полнофункциональной системы.        Обязанности:      Участие в команде по автоматизации бизнес процессов Заказчика на базе системы Microsoft Dynamics AX;   Проведение интервьюирования, сбор требований Заказчика;   Взаимодействие с разработчиками в части уточнения требований, приемки результатов и т.д.;   Консультативная помощь и обучение специалистов Заказчика;          Требования:      Опыт работы с MS Dynamics AX 2012 в качестве консультанта или релевантных позициях не менее 2 лет;   Опыт работы с одной из версий MS Dynamics версий 3.0, 2009, предпочтительно - 2012, 365;   Желательно знание структуры данных системы, в части основных таблиц модуля;   Навыки описания бизнес процессов;   Готовность к командировкам;   Умение работать в команде;          Преимуществом будут:      Знание специфики организации бизнес процессов производственных, логистических компаний, а также компаний FMCG сектора;   Наличие сертификатов;          Мы предлагаем:      Оформление по ТК РФ в первый рабочий день;   «Белая» заработная плата, оплата больничных и отпусков;   ДМС (дополнительное медицинское страхование) после испытательного срока;   Карьерный рост, профессиональное развитие и обучение;   Предоставление сертификации за счёт компании;   Современный офис в центре Казани;   Чай, кофе, корпоративные мероприятия;   Программы скидок и бонусы (туризм, интернет-магазины и др.).       ",Полная занятость,Полный день,От 1 года до 3 лет,|Microsoft Dynamics AX|Ориентация на результат|Административно-хозяйственная деятельность|Управление временем|MS Office,3.0,36583.333333333336,1.0,36900.0,консультант по внедрению miсrosoft dynamiсs ах 365,Опыт работы с MS Dynamics AX 2012 в качестве консультанта или релевантных позициях не менее 2 лет. Опыт работы с...,"Участие в команде по автоматизации бизнес процессов Заказчика на базе системы Microsoft Dynamics AX. Проведение интервьюирования, сбор требований Заказчика. ",0.13333333333333333,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Казань,Атос АйТи Солюшенс энд Сервисез,2019-12-10T12:59:39+0300,"  Обязанности:      Поддержка пользователей   Консультация пользователей по телефону и через внутренний портал клиента (ServiceNow)   Обработка и решение заявок     Требования:     опыт работы в модуле     SAP Hybris Commerce   SAP Hybris marketing     от 1 года   Английский разговорный     Условия:     Компания предлагает стабильную и интересную работу, возможность профессионального развития;   Изучение английского и немецкого языка;   Предоставление дополнительных отпусков;   Предоставление материальной помощи по особым случаям;   Добровольное медицинское страхование (поликлиника, стоматология) - 100% компенсация для сотрудников компании;   Компенсация питания сотрудника;   Программа компенсаций занятий спортом;   Программа награждения сотрудников за выдающиеся успехи;   Комфортный офис в  г. Воронеж;      ВОЗМОЖНА УДАЛЕННАЯ РАБОТА.    ",Полная занятость,Полный день,От 1 года до 3 лет,|Английский язык|Немецкий язык|Грамотность|Материальная отвественность|SAP|SAP Hybris Commerce,3.0,36583.333333333336,1.0,36900.0,младший консультант sap сrm hybris,Опыт работы в модуле. SAP Hybris Commerce. SAP Hybris marketing. От 1 года. Английский разговорный.,Поддержка пользователей. Консультация пользователей по телефону и через внутренний портал клиента (ServiceNow). Обработка и решение заявок.,0.1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
Казань,Управление информационными проектами,2019-12-10T10:55:39+0300," Наша компания - лидер в России по разработке программных продуктов и лучший Работодатель в Казани для начинающих и опытных специалистов!   Мы более 20 лет на рынке! За последний год мы выросли в 3 раза (сейчас около 200 сотрудников) и продолжаем развиваться, поэтому ждем в тебя в нашу позитивную, дружную, современную команду!   Мы дадим тебе возможность хорошо зарабатывать и стать профессионалом!   Откликайся и присылай свое резюме!         Что ты будешь делать:        принимать входящие звонки / запросы по электронной почте и консультировать пользователей.           Ты наш сотрудник, если:       у тебя есть хотя бы 1 год опыта работы: в продажах, клиентском или техническом сопровождении, в call-центре или телемаркетинге и др.;   ты доброжелателен и у тебя хорошие коммуникативные навыки и грамотная речь;   уверенно пользуешься интернетом и программами MS Office (Word, Excel).           Что ты получишь:       стабильную работу в крупной и известной компании;   белую заработную плату;   официальное оформление по ТК РФ;   удобный сменный график (8:00 – 17:00/ 9:00 – 18:00 / 10:00 – 19:00);   возможность развиваться и расти по карьере;   непрерывное обучение от компании;   работу в молодом, дружном, позитивном коллективе;   лояльного и опытного руководителя;   возможность найти новых друзей (корпоративные праздники и др. мероприятия).           Отправляй отклик прямо сейчас! Мы ждем тебя!    ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,23000.0,1.0,23000.0,консультант,"У тебя есть хотя бы 1 год опыта работы: в продажах, клиентском или техническом сопровождении, в call-центре или телемаркетинге...",Принимать входящие звонки / запросы по электронной почте и консультировать пользователей.,0.1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Волжская Судоходная Компания,2019-12-13T08:20:47+0300,"  Волжская Судоходная Компания является крупным поставщиком нерудно-строительных материалов, осуществляющая свою деятельность с 2000 года.      В связи с расширением штата объявляем о конкурсном наборе на позицию Программист-консультант 1С.          Вам предстоит:        Обновление конфигураций       Сопровождение программных продуктов &quot;1С:Бухгалтерия&quot;, &quot;1С:Управление торговлей&quot;, ЗУП       Комплексная автоматизация       Документооборот       Администрирование системы       Создание внешних и внутренних учетных записей и настройка прав для них       Консультирование пользователей по работе с программами 1С: БП, ЗУП, УТ       Разрешении сложных ситуаций, возникающих у пользователей при работе в 1С       Разработка методических материалов для пользователей       Обработка запросов на изменения и обращения, постановка задач разработчикам,   тестирование       Настройка отчетности            С приходом этого кандидата мы хотим увидеть бесперебойно работающую программу 1С         Вы идеальный кандидат на эту вакансию, если:        У вас есть возможность продемонстрировать свои собственные результаты в работе, достигнутые благодаря вашей настойчивости в работе над проектами.       Вы активный, инициативный и способны самостоятельно находить решение проблемы и воплощать их в жизнь       Вы имеете успешный опыт в оптимизации процессов 1С       У Вас есть базовые знания бухгалтерского учета и расчета заработной платы       У Вас имеются сертификаты 1С по типовым конфигурациям       Вы обладаете технической грамотностью, аналитическим мышлением            Условия:      Интересная работа в устойчивой, динамично развивающейся Компании   Работа в профессиональном и дружном коллективе   Возможность профессионального и карьерного роста: как правило, наши руководители выросли внутри Компании   Горячее питание в офисе + кофе, чай   Обучение и тренинги за счёт Компании   Конкурентная и прозрачная система оплаты труда   Заработная плата обсуждается на собеседовании   Корпоративная сотовая связь   Утренний и вечерний корпоративный микроавтобус   Разумеется, всё по ТК РФ           ЕСЛИ ВЫ ИМЕЕТЕ ВЫСОКУЮ КОМПЕТЕНТНОСТЬ В ДАННОЙ СФЕРЕ, СПОСОБНЫ ДОСТУПНО ПРЕПОДНОСИТЬ ИНФОРМАЦИЮ РАЗНОГО УРОВНЯ И ВСЯЧЕСКИ ПОМОГАТЬ РАЗБИРАТЬСЯ В РАБОТЕ 1С, ТО МЫ ЖДЕМ ТЕБЯ В НАШУ КОМАНДУ!       ",Полная занятость,Гибкий график,От 1 года до 3 лет,,3.0,36583.333333333336,1.0,80000.0,разработчик консультант 1с,"У вас есть возможность продемонстрировать свои собственные результаты в работе, достигнутые благодаря вашей настойчивости в работе над проектами. ","Обновление конфигураций. Сопровождение программных продуктов &quot;1С:Бухгалтерия&quot;, &quot;1С:Управление торговлей&quot;, ЗУП. Комплексная автоматизация. Документооборот. Администрирование системы. ",0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Татспиртпром,2019-11-18T08:17:37+0300,"   «Татспиртпром» - одна из крупнейших федеральных компаний. Мы занимаем лидирующие позиции на рынке производителей алкогольной продукции. Наша компания ценит своих сотрудников и создает условия, позволяющие максимально реализовать свои способности.      Обязанности:      Консультирование пользователей холдинга по продуктам 1С Предприятие: 8.3;   Формализация и размещение заявок пользователей по ошибкам или доработкам на портал для дальнейшего исправления программистами;   Тестирование выполненных работ;   Расширение области своих компетенций, прохождение дополнительных курсов обучения, подтверждение приобретенного опыта сертификатами.     Требования:     Высшее образование;   Опыт работы Консультантом 1С;   Знание одной (предпочтительно 1С ERP 2.X, в части методики закрытия периода, расчета себестоимости и регламентированной отчетности будет конкурентным преимуществом) или нескольких конфигураций 1С КА (Комплексная автоматизация), ЗУП 3.X, БП 3.X.;   Коммуникабельность и неконфликтность;     Условия:     Официальное трудоустройство по ТК РФ;   Социальный пакет, доставка служебным транспортом;   Конкурентная заработная плата: оклад + премии (обсуждается индивидуально на собеседовании);   Работа в команде профессионалов высокого уровня;   5-дневная рабочая неделя (выходные: суббота и воскресенье).   ",Полная занятость,Полный день,От 1 года до 3 лет,|1С: Предприятие 8|ERP-системы на базе 1С|Коммуникабельность|Аналитический склад ума|1С: Управление Торговлей|1С: Предприятие: Бухгалтерский Учет|1С: Зарплата и управление персоналом|MS Outlook,3.0,36583.333333333336,1.0,36900.0,консультант 1с,"Высшее образование. Опыт работы Консультантом 1С. Знание одной (предпочтительно 1С ERP 2.X, в части методики закрытия периода...",Консультирование пользователей холдинга по продуктам 1С Предприятие: 8.3. Формализация и размещение заявок пользователей по ошибкам или доработкам на...,0.8333333333333334,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Казань,Билайн,2019-12-12T16:38:04+0300," Ищешь работу в открытой рабочей среде, готов к интересным задачам?    Приглашаем тебя стать частью глобальной команды профессионалов Билайн!         В твою сферу ответственности будет входить:      Помогать нашим клиентам разобраться с услугами мобильной связи, предоставляя информационно-справочное обслуживание на узбекском и русском языках по телефону.   Online-настройка сервисов компании.          Если ты можешь сказать о себе:      Я общительный и любознательный.   Нахожу плюсы в любой ситуации и заряжаю позитивом окружающих меня людей.   Умею найти выход в самой нестандартной ситуации, и всегда иду до конца.   Свободно разговариваю на русском и узбекском языках.   С компьютером и смартфонами «на ты».          Мы предлагаем тебе:       Финансовую стабильность  - нам важно, чтобы каждый член нашей команды чувствовал себя уверенно. У нас ты можешь заработать помимо  ежемесячного оклада  и  премии  еще и  полугодовой бонус  при выполнении показателей. Также мы предоставляем возможность  дополнительной хорошо оплачиваемой подработки  в твой выходной. Полностью официальное оформление и выплаты.        Постоянное развитие и возможность реального карьерного роста,  мы всему тебя научим!   Приятные бонусы от компании: полис ДМС, оплачиваемую сотовую связь, домашний интернет и скидки от наших партнеров.   Возможность  работать из дома при успешном выполнении показателей на протяжении месяца.    Гибкий рабочий график с плавающими сменами по 9 и 12 часов, преобладает вечернее время работы (мы учтем твои предпочтения)   Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.         В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.            Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Я  ркая команда уже ждет именно тебя – присоединяйся!         #  яработаювбилайн   #  хочувбилайн   #followbeeline  ",Полная занятость,Полный день,Нет опыта,|Свободное владение узбекским языком,,32500.0,,21000.0,консультант в сфере телекоммуникаций со знанием узбекского языка,Я общительный и любознательный. Нахожу плюсы в любой ситуации и заряжаю позитивом окружающих меня людей. Умею найти выход в самой...,"Помогать нашим клиентам разобраться с услугами мобильной связи, предоставляя информационно-справочное обслуживание на узбекском и русском языках по телефону. ",0.03333333333333333,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Казань,Атос АйТи Солюшенс энд Сервисез,2019-11-25T13:50:55+0300,"  ОБЯЗАННОСТИ:      Осуществление доработок системы клиента в модуле WM;   Осуществление второго и третьего уровня поддержки системы клиента в модуле WM;   Оценка продолжительности работ, написание концепт-документа, реализация, тестирование, документирование запросов на изменение (Change Requests) системы клиента и ее компонентов;   Донастройка в модуле WM.      ТРЕБОВАНИЯ:.      Опыт работы в модулях WM от 3 лет;   Желателен практический опыт работы с отладчиком ABAP (debugging)   Опыт настроек в модуле WM;   Владение английским языком на уровне pre-intermediate      УСЛОВИЯ:      Компания предлагает стабильную и интересную работу, возможность профессионального развития;   Изучение английского и немецкого языка с преподавателем и он-лайн;   Предоставление дополнительных отпусков;   Предоставление материальной помощи по особым случаям;   Добровольное медицинское страхование (поликлиника, стоматология) - 100% компенсация для сотрудников компании;   Компенсация питания сотрудника;   Программа компенсаций занятий спортом;   Программа награждения сотрудников за выдающиеся успехи   Комфортный офис в  г.Воронеж и Краснодар     ДЛЯ СОТРУДНИКОВ ИЗ ДРУГИХ ГОРОДОВ ВОЗМОЖНА УДАЛЕННАЯ РАБОТА    ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,36583.333333333336,3.0,36900.0,sap wm консультант,Опыт работы в модулях WM от 3 лет. Желателен практический опыт работы с отладчиком ABAP (debugging). Опыт настроек в модуле...,Осуществление доработок системы клиента в модуле WM. Осуществление второго и третьего уровня поддержки системы клиента в модуле WM. ,0.6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Стримлайн консалтинг,2019-11-20T06:31:02+0300," Обязанности:     Участие в проектах внедрения корпоративных хранилищ данных на платформе SAP-BW-on-HANA, BW/4HANA, или SCP в роли Старшего/Ведущего консультанта в России и за рубежом   Обследование и уточнение бизнес-требований   Проектирование архитектуры системы   Ведение разработок в SAP HANA и SAP BW, SAP Cloud Platform   Написание сценариев тестирования, проведение функционального и нагрузочного тестирования   Управление группой консультантов   Обучение пользователей      Требования:      Высшее техническое, или инженерно-экономическое образование   Знание ANSI SQL и принципов работы реляционных СУБД   Умение логически мыслить и строить алгоритмы решений   Опыт внедрения систем отчетности, консолидации, или бюджетирования на платформе SAP от 5 лет (не менее 2 проектов полного цикла)   Уверенные знания по настройке потоков данных SAP BW, активации стандартного контента, создания экстракторов и ретракторов, программирования на языке ABAP, настройки полномочий BW 3.x, 7.x, и HANA   Умение работать с большими объёмами данных (миллионы и миллиарды записей)   Создание BEx-запросов, рабочих книг (в том числе с использованием VBA)   Желательно:    опыт работы с SAP Analytics Cloud   опыт работы BusinessObjects Design Studio, WebIntelligence, или PCM   знание XS JavaScript   разговорный английский язык          Условия:      Высокая заработная плата и премии по результатам проектов   Трудоустройство в полном соответствии с трудовым законодательством   Широкие возможности профессионального развития   Направление на дополнительное обучение   ДМС и оплата мобильной связи после испытательного срока   Командировки до 30% в год   ",Полная занятость,Полный день,От 3 до 6 лет,|SAP BW|SAP BI|SAP BOBJ|SAP HANA|SAP Analytics Cloud|SAP Cloud Platform|HANA|XS JavaScript|ABAP|SAP PCM|ANSI SQL,6.0,36583.333333333336,3.0,36900.0,старший ведущий консультант sap bw,"Высшее техническое, или инженерно-экономическое образование. Знание ANSI SQL и принципов работы реляционных СУБД. Умение логически мыслить и строить алгоритмы...","Участие в проектах внедрения корпоративных хранилищ данных на платформе SAP-BW-on-HANA, BW/4HANA, или SCP в роли...",0.7666666666666667,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
