city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,1с программирование,1с: предприятие 8,1с: зарплата и управление персоналом,1с: бухгалтерия,1с: управление производственным предприятием,1с: управление торговлей,1с: документооборот,1с: комплексная автоматизация,sql,erp-системы на базе 1с,other
Казань,ГУРМАН,2019-12-13T09:54:20+0300,"  Требования:        Требуемый опыт работы: 3–6 лет   Полная занятость, полный день     Уровень владения ПК - программист;   Нацеленность на результат;Ответственность;Творческий подход;   Высшее образование      Функционал:      Программирование на 1Сv.8.х ( Бух.3.0, Бух.2.0);   Доработка типовых и не типовых конфигураций 1Сv.8.х, внесение изменений в типовые и нетиповые конфигурации;   Консультация пользователей по типовым и не типовым механизмам 1Сv.8.х;   Обновление релизов конфигураций;   Настройка правил обмена данных (УПП - Бух);   Анализ ошибок ведения учёта и выработка рекомендаций по их исправлению;   Участие в проекте по разработке и внедрению дополнительных программных модулей в 1С;   Тестирование разработанного функционала;   Обучение пользователей работе с разработанными механизмами.      Условия:      Пятидневка с 9.00 до 18.00, выходной суб-вскр.   Своевременная заработная плата   Корпоративы с дружной и профессиональной командой.     Адрес Казань, Оренбургский тракт     ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,90000.0,3.0,70000.0,разработчик 1с 8,"Требуемый опыт работы: 3–6 лет. Полная занятость, полный день. Уровень владения ПК - программист. Нацеленность на результат;Ответственность;Творческий подход. ","Программирование на 1Сv.8.х ( Бух.3.0, Бух.2.0). Доработка типовых и не типовых конфигураций 1Сv...",0.0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,ТАТМЕДИА,2019-11-26T10:56:25+0300," Обязанности:     Обслуживание, сопровождение имеющихся информационных систем 1С, СБИС   Сопровождение пользователей 1С   Доработка информационных систем 1С 8.3 по ТЗ     Требования:     Уверенный пользователь ПК   Знание основ бухгалтерского учета   Базовое знание принципов работы и основ программирования программных продуктов 1С: Предприятие 8   Базовые знания типовых конфигураций 1С: Предприятие 8 Бухгалтерия ред.2, ред 3.     Условия:     График работы пн-пт с 8:30 до 17:30;   Зарплата 25000 на руки   Официальное трудоустройство, &quot;белая&quot; заработная плата, без задержек   Душевная атмосфера внутри коллектива   Комфорт рабочего пространства и условий труда   Удобно расположенный офис;   ",Полная занятость,Полный день,Нет опыта,|1С: Зарплата и управление персоналом|1С: Бухгалтерия|Расчет заработной платы|Бухгалтерская отчетность|1С: Предприятие 8,,25000.0,,25000.0,разработчик 1с,Уверенный пользователь ПК. Знание основ бухгалтерского учета. Базовое знание принципов работы и основ программирования программных продуктов 1С: Предприятие 8. ,"Обслуживание, сопровождение имеющихся информационных систем 1С, СБИС. Сопровождение пользователей 1С. Доработка информационных систем 1С 8.3 по...",0.5666666666666667,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
Казань,Группа Компаний Альфа,2019-11-28T13:19:14+0300," Группа компаний “Альфа” – пять бизнес-направлений, оказывающие полный спектр услуг в сфере грузового транспорта. В нашем штате более тысячи сотрудников в пяти регионах РФ.   Нового сотрудника ждут интересные задачи, развитие и работа в команде профессионалов!    В связи с расширением департамента автоматизации, ГК &quot;Альфа&quot; объявляет конкурс на должность программиста 1С.     Обязанности:      Программирование на 1Сv.8.х (УПП, ERP);   Доработка типовых и нетиповых конфигураций 1Сv.8.х, внесение изменений в типовые и нетиповые конфигурации;   Участие в проекте по разработке и внедрению дополнительных программных модулей в 1С;   Тестирование разработанного функционала;   Обучение пользователей работе с разработанными механизмами.     Требования:     опыт в программировании на 1Сv.8.x;   опыт работы в соответствующей должности более 1 года;   аналитические способности, нацеленность на результат, самостоятельность.     Условия:     Официальное трудоустройство по ТК РФ;   &quot;Белая&quot; з/п - оклад + %;   График работы с ПН по ПТ, с 8.00 до 17.00 - удалённо или в городах присутствия - Казань/Челны;   Корпоративная связь;   Обучения, тренинги;   Развитая система нематериального стимулирования (корпоративные мероприятия, спортивные соревнования и т.п.);       ",Полная занятость,Полный день,От 1 года до 3 лет,|1С программирование|1С: Управление Производственным Предприятием|1С: Управление Торговлей|1С: Комплексная автоматизация|1С: Управление предприятием,3.0,110000.0,1.0,66806.66666666669,разработчик 1с,"Опыт в программировании на 1Сv.8.x. Опыт работы в соответствующей должности более 1 года. Аналитические способности, нацеленность на...","Программирование на 1Сv.8.х (УПП, ERP). Доработка типовых и нетиповых конфигураций 1Сv.8.х, внесение изменений в...",0.5,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1
Казань,Континент,2019-11-25T15:18:01+0300,"  Обязанности:      Сопровождение 1С : КА 2.0, 2.4, 1С БП 3.0,   Разработка и доработка отчётов на СКД и обработок, разработка новых функций;   Техподдержка пользователей;   Доработка правил обмена между различными системами на базе 1С.      Требования:      Навыки разработки функционала на 1С;   Знание УФ, СКД, основные типовые конфигурации 1С( КА 2.0 КА 2.4 БП 3.0 ЗУП Розница 2.2);   Навык начинающих запросов 1С;   Знание КД 2.1 и КД 3.0 (конвертация);   Базовые навыки администрирования PostgreSQL, Web-технологий;      Условия:      Возможность развиваться в крупной, стабильной, динамично растущей компании;   Интересные и амбициозные проекты;   Заработная плата по итогам собеседования (в зависимости от уровня знаний), стабильные выплаты 2 раза в месяц;   График работы пн-пт с 9:00 до 18:00   Комфортабельный офис на территории Технополиса «Химград»;   Корпоративные мероприятия;   Дружный коллектив профессионалов   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,80318.18181818182,1.0,70000.0,разработчик 1с,"Навыки разработки функционала на 1С. Знание УФ, СКД, основные типовые конфигурации 1С( КА 2.0 КА 2.4...","Сопровождение 1С : КА 2.0, 2.4, 1С БП 3.0. Разработка и доработка отчётов на СКД и...",0.6,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Континент,2019-11-25T15:18:01+0300,"      Обязанности:      Доработка и сопровождение имеющихся информационных систем по заявкам   Программирование в 1С: Предприятие 8.3(создание отчётов,обработок,модификация различных конфигураций 1С,преимуществыенно 1С КА2)   Сопровождение пользователей 1С      Требования:    1. Знание принципов работы и основ программирования программных продуктов 1С: Предприятие 8   2. Отличные знания типовых конфигураций 1С: Предприятие 8     1С: Комплексная автоматизация ред.2   1С: Управление торговлей ред.11   1С: Розница ред. 2.2   1С: Бухгалтерия ред.3   1С: Зарплата управление персоналом пед.3     3. Приветствуется опыт работы со следующими конфигурациями 1С: Предприятие 8     Мобильная платформа 1С Предприятие   WMS Логистика. Управление персоналом 4     4. Отличные знания языка запросов, СКД, расширения конфигураций, работа с хранилищем данных и.т.д.   5. Умение читать &lt;&lt;чужой код&gt;&gt;    Условия:      Возможность развиваться в кругу высококлассных специалистов   Поддержка в изучении новых знаний   Интересные, амбициозные проекты и задачи   Достойный уровень З/п обсуждается индивидуально   График работы пн-пт с 9:00 до 18:00;   Комфорт рабочего пространства и условий труда   Удобно расположенный офис на территории Технополиса «Химград»;   Позитивный коллектив профессионалов     Ключевые навыки   Аналитический склад ума ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,80318.18181818182,1.0,80000.0,разработчик 1с,1. Знание принципов работы и основ программирования программных продуктов 1С: Предприятие 8. 2. Отличные знания типовых конфигураций 1С...,"Доработка и сопровождение имеющихся информационных систем по заявкам. Программирование в 1С: Предприятие 8.3(создание отчётов,обработок,модификация различных...",0.6,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,СО Талисман,2019-11-18T10:23:57+0300," Обязанности:     Программирование в среде 1С (оперативный учет) версии 8.3   Доработка конфигураций 1С под нужды компании (написание отчетов, изменение алгоритмов работы, разработка новых )   Автоматизация процессов предприятия   Анализ выявленных ошибок в конфигурациях 1С   Создание и доработка интеграций с внешними системами     Требования:     Наличие опыта работы программистом 1С (опыт настройки, конфигурации и администрирования 1С)   Знание и опыт работы с версией 8.3, желательно опыт работы с модулем &quot;Континент :Страхование&quot;   Работы с нестандартными конфигурациями 1С   Умение общаться с пользователями     Условия:     График работы 5/2 с 9.00 до 18.00   Работа в офисе в центре города   Заработная плата по результатам собеседования   ",Полная занятость,Полный день,От 1 года до 3 лет,|1С программирование|XML|1С: Предприятие 8|MS SQL,3.0,80318.18181818182,1.0,66806.66666666669,разработчик 1с,"Наличие опыта работы программистом 1С (опыт настройки, конфигурации и администрирования 1С). Знание и опыт работы с версией 8...","Программирование в среде 1С (оперативный учет) версии 8.3. Доработка конфигураций 1С под нужды компании (написание отчетов, изменение...",0.8333333333333334,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
Казань,ТФ Кондитер Класс,2019-11-26T13:55:56+0300,"  Требования:      Нацеленность на результат , личная ответственность; желание профессионально развиваться   Высшее образование. Неоконченное высшее образование      Функционал:      Программирование на 1Сv.8.х или на одном из языков программирования;   Доработка типовых и не типовых конфигураций 1Сv.8.х, внесение изменений в типовые и нетиповые конфигурации;   Консультация пользователей по работе учетных систем   Анализ работы информационных систем .   Тестирование разработанного функционала;   Обучение пользователей работе с разработанными механизмами.      Условия:      Пятидневка с 9.00 до 18.00, выходной суб-вскр.   Своевременная заработная плата   Корпоративы с дружной и профессиональной командой.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,80318.18181818182,1.0,70000.0,разработчик 1с,"Нацеленность на результат , личная ответственность; желание профессионально развиваться. Высшее образование. Неоконченное высшее образование.",Программирование на 1Сv.8.х или на одном из языков программирования. Доработка типовых и не типовых конфигураций 1Сv...,0.5666666666666667,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Авиант,2019-11-26T12:19:22+0300,"  АВИАНТ - IT-компания, где ценят время и здравый смысл.    Мы занимаемся внедрением и сопровождением программных продуктов фирмы «1С», консультируем и автоматизируем бизнес более 17 лет. Количество клиентов растет и для поддержки качества сервиса ищем  программистов 1С  в свою команду.        Вы нам подходите если:      Вы работали программистом 1С более 1 года и можете отличить справочник от документа =)   Вы писали отчеты на СКД;   Вы знаете сколько виртуальных таблиц у регистра накопления;   Вы умеете работать с запросами 1С;   Есть опыт создания/доработки внешних печатных форм.     Ваши  шансы получить более высокую ставку  возрастут, если у вас есть:     Подтвержденный опыт внедрений продуктов 1С любых конфигураций;   Сертификаты фирмы 1С (1С:Специалист, 1С: Специалист-Консультант);   Положительные отзывы и рекомендации от клиентов;   Опыт работы с торговым оборудованием;   Опыт работы в 1С: Франчайзи.      Мы предлагаем:      Решение интересных и нестандартных задач;   Регулярное обучение и повышение квалификации от ведущих специалистов и экспертов компании;   Отсутствие дресс-кода, демократичный стиль управления на всех уровнях и душевную атмосферу в команде;   Прозрачная система профессионального роста;   Мы работаем 5/2 с 9-00 до 18-00.   Оформление по ТК РФ;   Уровень дохода обсуждается на интервью.   ",Полная занятость,Полный день,От 1 года до 3 лет,|1С: Бухгалтерия|1С: Управление Торговлей|1С: Зарплата и управление персоналом|1С: Управление Производственным Предприятием|1С: Торговля и склад|1С: Документооборот|1С программирование|Обновление конфигурации 1С|1С: Зарплата и кадры|1С: Торговля,3.0,80000.0,1.0,45000.0,разработчик 1с,Есть опыт создания/доработки внешних печатных форм. Подтвержденный опыт внедрений продуктов 1С любых конфигураций. Сертификаты фирмы 1С (1...,Вы писали отчеты на СКД.,0.5666666666666667,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1
Казань,"Букет Столицы, Торговая сеть",2019-11-25T12:51:09+0300," В команду Торговой сети &quot;Клумба&quot;, крупного цветочного ритейлера, требуется программист 1С (разработка).   Команда молодых амбициозных профессионалов развивает проект федеральной сети по оптово-розничной продаже цветов и сопутствующих товаров.    Обязанности:      Доработка и сопровождение имеющихся информационных систем по заявкам   Программирование в 1С: Предприятие 8.3(создание отчётов,обработок,модификация различных конфигураций 1С,преимуществыенно 1С КА2)   Сопровождение пользователей 1С      Требования:    1. Знание принципов работы и основ программирования программных продуктов 1С: Предприятие 8   2. Отличные знания типовых конфигураций 1С: Предприятие 8     1С: Комплексная автоматизация ред.2   1С: Управление торговлей ред.11   1С: Розница ред. 2.2   1С: Бухгалтерия ред.3   1С: Зарплата управление персоналом пед.3     3. Приветствуется опыт работы со следующими конфигурациями 1С: Предприятие 8     Мобильная платформа 1С Предприятие   WMS Логистика. Управление персоналом 4     4. Отличные знания языка запросов, СКД, расширения конфигураций, работа с хранилищем данных и.т.д.   5. Умение читать &lt;&lt;чужой код&gt;&gt;    Условия:      Возможность развиваться в кругу высококлассных специалистов   Поддержка в изучении новых знаний   Интересные, амбициозные проекты и задачи   Достойный уровень З/п обсуждается индивидуально   График работы пн-пт с 9:00 до 18:00;   Комфорт рабочего пространства и условий труда   Удобно расположенный офис на территории Технополиса «Химград»;   Позитивный коллектив профессионалов   ",Полная занятость,Полный день,От 1 года до 3 лет,|Аналитический склад ума,3.0,80318.18181818182,1.0,80000.0,разработчик 1с,1. Знание принципов работы и основ программирования программных продуктов 1С: Предприятие 8. 2. Отличные знания типовых конфигураций 1С...,"Доработка и сопровождение имеющихся информационных систем по заявкам. Программирование в 1С: Предприятие 8.3(создание отчётов,обработок,модификация различных...",0.6,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Казань,Калашников,2019-12-10T08:50:26+0300,"  Концерн «Калашников» –  многопрофильный оборонный холдинг с двухвековой историей, специализирующийся на разработке и производстве боевых и гражданских комплексов. Продукция Концерна «Калашников» поставляется более чем в 30 стран, а на площадках концерна трудятся более 25 000 человек.   Мы ищем квалифицированного специалиста ИТ и связи. Данное подразделение занимается поддержкой и развитием IT-инфраструктуры предприятия, а также осуществляет информационную безопасность Концерна    Обязанности:      внедрение 1С: ЗУП 8.3   разработка и доработка функционала на 1С: ЗУП 8.3   поддержка текущего функционала 1С: ЗУП   взаимодействие со смежными подразделениями (бизнес - заказчиками)     Требования:     опыт разработки на платформе 1С 8.3 от 2-х лет   знание алгоритмов расчета зарплаты   знание основ бухгалтерского учета   знание бизнес-процессов кадровой службы     опыт работы с бизнес-заказчиками       ответственность, самодисциплина, креативность       Условия:      локация - г. Ижевск    официальное оформление согласно ТК РФ   расширенный социальный пакет (корпоративное питание, льготные путевки для детей, бесплатные медицинские услуги)   большие возможности для карьерного развития и профессионального роста   насыщенная корпоративная жизнь   компенсация аренды жилья для иногородних на весь период работы   ",Полная занятость,Полный день,От 1 года до 3 лет,|1С: Зарплата и управление персоналом|1С: Предприятие 8|1C: Зарплата и кадры|Бухгалтерский учет,3.0,80318.18181818182,1.0,66806.66666666669,разработчик 1с зуп 8.3,Опыт разработки на платформе 1С 8.3 от 2-х лет. Знание алгоритмов расчета зарплаты. Знание основ бухгалтерского учета. ,Внедрение 1С: ЗУП 8.3. Разработка и доработка функционала на 1С: ЗУП 8.3. Поддержка текущего функционала 1...,0.1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
Казань,АК БАРС СТРАХОВАНИЕ,2019-12-09T14:33:52+0300,"  &quot;Ак Барс Страхование&quot; осуществляет страховую деятельность с 2006 года и в настоящее время занимает лидирующую позицию на рынке страхования Республики Татарстан.     Обязанности:      Анализ бизнес-процессов, выявление функциональных требований по доработкам существующего ПО;   Участие в полноценном цикле проектов разработки и внедрения адаптивных решений для систем 1 С.     Требования:     Предпроектное исследование бизнес- процессов и формирование ТЗ с учетом типовых механизмов 1С;   Нацеленность на результат;   Преимуществом будет опыт в автоматизации процессов.      Условия:      Официальное трудоустройство;   Корпоративные скидки на страховые продукты;   Насыщенная корпоративная жизнь (праздники, творческие конкурсы, конференции);   Своевременная зарплата 2 раза в месяц ;   Пятидневная рабочая неделя: пн-чт 08.30-17.30.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Целеустремленность|Ответственность|Управление проектами|Оптимизация бизнес-процессов,3.0,80318.18181818182,1.0,66806.66666666669,специалист отдела по разработке и сопровождению программного обеспечения на базе 1с,Предпроектное исследование бизнес- процессов и формирование ТЗ с учетом типовых механизмов 1С. Нацеленность на результат. Преимуществом будет опыт в...,"Анализ бизнес-процессов, выявление функциональных требований по доработкам существующего ПО. Участие в полноценном цикле проектов разработки и внедрения адаптивных решений...",0.13333333333333333,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Казань,"Букет Столицы, Торговая сеть",2019-11-25T12:51:09+0300," В команду Торговой сети &quot;Клумба&quot;, крупного цветочного ритейлера, требуется Начинающий программист 1С (разработка).   Команда молодых амбициозных профессионалов развивает проект федеральной сети по оптово-розничной продаже цветов и сопутствующих товаров.    Обязанности:      Доработка и сопровождение имеющихся информационных систем по заявкам   Программирование в 1С: Предприятие 8.3(создание отчётов,обработок,модификация различных конфигураций 1С,преимуществыенно 1С КА2)   Сопровождение пользователей 1С      Требования:    1. Базовое знание принципов работы и основ программирования программных продуктов 1С: Предприятие 8   2. Базовые знания типовых конфигураций 1С: Предприятие 8     1С: Управление торговлей ред.11   1С: Розница ред. 2.2   1С: Бухгалтерия ред.3     4. Желательно знание языка запросов 1С, СКД    Условия:      Возможность развиваться в кругу высококлассных специалистов   Поддержка в изучении новых знаний   Начальный доход стажера 25 000 р - 30 000 р, дальше - все зависит от вас!   График работы пн-пт с 9:00 до 18:00;   Комфорт рабочего пространства и условий труда   Удобно расположенный офис на территории Технополиса «Химград»;   Позитивный коллектив профессионалов   ",Полная занятость,Полный день,Нет опыта,,,30000.0,,25000.0,разработчик стажёр 1с,1С: Управление торговлей ред.11. 1С: Розница ред. 2.2. 1С: Бухгалтерия ред.3.,"Доработка и сопровождение имеющихся информационных систем по заявкам. Программирование в 1С: Предприятие 8.3(создание отчётов,обработок,модификация различных...",0.6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Клумба,2019-11-25T12:43:20+0300," В команду Торговой сети &quot;Клумба&quot;, крупного цветочного ритейлера, требуется программист 1С.   Команда молодых амбициозных профессионалов развивает проект федеральной сети по оптово-розничной продаже цветов и сопутствующих товаров. Менее чем за 3 года мы открыли 16 цветочных баз в городах Казань, Чебоксары, Ульяновск, Зеленодольск, Волжск, Октябрьский.   Работа в нашей Компании - это стабильность, уверенность в завтрашнем дне, постоянное развитие и движение вперед, интересные задачи и атмосфера красоты!   Планируем расширение сети в регионы России    Обязанности:      Сопровождение 1С : КА 2.0, 2.4, 1С БП 3.0,   Разработка и доработка отчётов на СКД и обработок, разработка новых функций;   Техподдержка пользователей;   Доработка правил обмена между различными системами на базе 1С.      Требования:      Навыки разработки функционала на 1С;   Знание УФ, СКД, основные типовые конфигурации 1С( КА 2.0 КА 2.4 БП 3.0 ЗУП Розница 2.2);   Навык начинающих запросов 1С;   Знание КД 2.1 и КД 3.0 (конвертация);   Базовые навыки администрирования PostgreSQL, Web-технологий;     Условия:     Возможность развиваться в крупной, стабильной, динамично растущей компании;   Интересные и амбициозные проекты;   Заработная плата по итогам собеседования (в зависимости от уровня знаний), стабильные выплаты 2 раза в месяц;   График работы пн-пт с 9:00 до 18:00   Комфортабельный офис на территории Технополиса «Химград»;   Корпоративные мероприятия;   Дружный коллектив профессионалов   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,80318.18181818182,1.0,70000.0,разработчик 1с,"Навыки разработки функционала на 1С. Знание УФ, СКД, основные типовые конфигурации 1С( КА 2.0 КА 2.4...","Сопровождение 1С : КА 2.0, 2.4, 1С БП 3.0. Разработка и доработка отчётов на СКД и...",0.6,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,"Букет Столицы, Торговая сеть",2019-11-25T12:51:09+0300," В команду Торговой сети &quot;Клумба&quot;, крупного цветочного ритейлера, требуется программист 1С (сопровождение).   Команда молодых амбициозных профессионалов развивает проект федеральной сети по оптово-розничной продаже цветов и сопутствующих товаров. Менее чем за 3 года мы открыли 16 цветочных баз в городах Казань, Чебоксары, Ульяновск, Зеленодольск, Волжск, Октябрьский.   Работа в нашей Компании - это стабильность, уверенность в завтрашнем дне, постоянное развитие и движение вперед, интересные задачи и атмосфера красоты!   Планируем расширение сети в регионы России    Обязанности:      Сопровождение 1С : КА 2.0, 2.4, 1С БП 3.0,   Разработка и доработка отчётов на СКД и обработок, разработка новых функций;   Техподдержка пользователей;   Доработка правил обмена между различными системами на базе 1С.      Требования:      Навыки разработки функционала на 1С;   Знание УФ, СКД, основные типовые конфигурации 1С( КА 2.0 КА 2.4 БП 3.0 ЗУП Розница 2.2);   Навык начинающих запросов 1С;   Знание КД 2.1 и КД 3.0 (конвертация);   Базовые навыки администрирования PostgreSQL, Web-технологий;       Условия:      Возможность развиваться в крупной, стабильной, динамично растущей компании;   Интересные и амбициозные проекты;   Заработная плата по итогам собеседования (в зависимости от уровня знаний), стабильные выплаты 2 раза в месяц;   График работы пн-пт с 9:00 до 18:00   Комфортабельный офис на территории Технополиса «Химград»;   Корпоративные мероприятия;   Дружный коллектив профессионалов   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,80318.18181818182,1.0,70000.0,разработчик 1с,"Навыки разработки функционала на 1С. Знание УФ, СКД, основные типовые конфигурации 1С( КА 2.0 КА 2.4...","Сопровождение 1С : КА 2.0, 2.4, 1С БП 3.0. Разработка и доработка отчётов на СКД и...",0.6,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Диалог Информационные Технологии,2019-12-11T11:37:32+0300," Диалог ИТ – одна из компаний-лидеров в области автоматизации бизнес-процессов на платформе 1С. В связи с расширением портфеля проектов, мы ищем к себе в команду  Ведущего разработчика/Разработчика 1С  в департамент корпоративных проектов.    Что тебе предстоит:      Решать серьезные и масштабные задачи на проектах внедрения в компаниях федерального уровня;   Разбирать и оценивать требования для реализации поставленных задач;   Программировать по техническому заданию;   Консультировать аналитиков по архитектуре информационных систем на этапах обследования, анализа и моделирования;   Помогать аналитикам в построении оптимального решения разрабатываемой архитектуры информационной системы на этапе разработки технического задания.      Нам важно:      Опыт программирования на 1С от 2 лет;   Отличное знание платформы 1С:Предприятие 8 на уровне разработчика;   Хорошее знание одной или нескольких типовых конфигураций: УПП, ERP, БП, ЗУП, УТ, КА;   Умение дать экспертную оценку по технической структуре продукта.      Преимущества работы у нас:       Команда:  дружная и экспертная, объединенная общей миссией и ценностями;    Загрузка:  стабильная на крупных и масштабных проектах;    Зарплата:  «белая», достойный оклад + премии за результативность + надбавка за новые сертификаты 1С;    Профессиональный рост:  доступ к корпоративной библиотеке 1С, получение сертификатов 1С за счет компании;    Карьерный рост  – реален, зависит от совершенствования твоих компетенций;    Оформление:  официальное, отпуск 28 календарных дней, оплачиваемые больничные, ДМС после года работы;    График:  можешь работать в офисе или удаленно из дома, 8-ми часовой гибкий рабочий день;    Бонусы : вкусняшки по пятницам, летние и зимние выезды, безлимитный кофе, свежий чай и позитивная атмосфера.          Мы находимся в Санкт-Петербурге и рассматриваем кандидатов на удаленную занятость или готовых к релокации.  ",Полная занятость,Удаленная работа,От 1 года до 3 лет,,3.0,80318.18181818182,1.0,66806.66666666669,ведущий разработчик разработчик 1с,Опыт программирования на 1С от 2 лет. Отличное знание платформы 1С:Предприятие 8 на уровне разработчика. ,Решать серьезные и масштабные задачи на проектах внедрения в компаниях федерального уровня. Разбирать и оценивать требования для реализации поставленных задач. ,0.06666666666666667,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Казань,Eqvanta,2019-12-12T16:25:53+0300,"   ТВОИ ЗАДАЧИ:       Разработка и модернизация информационной системы 1С УМФО, КПК и 1С ЗУП 3.1;   Разработка и оптимизация инструкций к создаваемому или существующему ПО;   Исследование процессов компании в целях адаптации к разрабатываемому ПО;   Оценка возможности и эффективности внедрения готового ПО от сторонних разработчиков;   Консультирование и обучение сотрудников по функциональности типовых и нетиповых конфигураций 1С;   Тестирование разработанных модификаций;   Участие в разработке и запуске в эксплуатацию новых модулей системы.       МЫ ОЖИДАЕМ ОТ ТЕБЯ:       Высшее техническое образование;   Опыт работы от 3 лет;   Опыт участия в проектах внедрения информационных систем 1С.       ПРЕИМУЩЕСТВОМ БУДЕТ  :     Наличие Сертификатов уровня &quot; Профессионал 1С&quot; и &quot;Специалист 1С&quot; по платформе, конфигурациям 1С: БП 3.0, ЗУП 3.1, ERP;   Знание MS SQL;   Знание бухгалтерского и налогового учета;   Знание основ кадрового учета и расчета ЗП.       Твои возможности:       Привлекательный уровень официальной заработной платы;   Современный ИТ-ландшафт информационных систем;   Развитие и изучение полного цикла разработки продукта от идеи до внедрения (ты будешь знать, сколько твой проект принес прибыли компании и насколько результат понравился заказчику);   Обучение за счёт компании;   Свобода действий в принятии решений без жесткого контроля «за спиной»;   Профессиональная команда IT-департамента численностью 80 человек (Москва, Казань, Ульяновск);   Бесплатное посещение тренажёрного зала и бассейна;   Комфортабельный современный офис в центре города.       ",Полная занятость,Полный день,От 3 до 6 лет,|1С: Зарплата и управление персоналом|MS SQL|1С: Бухгалтерия|MS SQL Server|SQL,6.0,100000.0,3.0,66806.66666666669,разработчик 1с,Высшее техническое образование. Опыт работы от 3 лет. Опыт участия в проектах внедрения информационных систем 1С. Наличие Сертификатов уровня...,"Разработка и модернизация информационной системы 1С УМФО, КПК и 1С ЗУП 3.1. Разработка и оптимизация инструкций к...",0.03333333333333333,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
